ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
STORM,,Real Estate,5,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1,Haakon VIIS gate 5,Real Estate Services,,3.16,3.12,2.5982482,0.13575949,0,,3.12,,22147,,3.16,3.4464705,0.429,3.12,,22147,,,,,1464307200,1.513372,,,3,4,NOK,,9055,,,,27033754,,,65329,9.31235,3,2.94,,80000,9055,6.45,33.999996,,,1.26,2.5,False,,100000,3.12,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STORM.OL,finmb_38919651,no_market,,16.227,,-0.10816,87.56,-0.14130431,,0.09,,8834560,,,0.534,,,,1577750400,0,-314000,-0.036,,,5.730337,0.47079,1640908800,1577750400,,,4904419,47107220,,1562716800,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,,
TYSB-ME,5680,Financial Services,,"Tysnes Sparebank, a savings bank, provides banking products and services for private and business customers in Tysness and surrounding areas. It offers payment solutions, such as bank cards, credits, and mobile and online banking; insurance solutions, such as children, auto, death fall, health, buildings, holiday home, income, critical health, disability, and other insurance; loans, such as car loans, mortgages, loans to other vehicles, credit lines, and small loans; and share savings accounts, bank savings, BSU, fund savings, IPS, and retirement savings and pension accounts to private customers. The company also provides payment solutions, billing services, and Web and mobile banking services; financing services, such as bank guarantees, overdrafts, leasing, and corporate loans; liability, operational agriculture, property, health, home insurance, breeding and crew, car, and occupational insurance; and other accounts to companies in construction, property, trade and services, and agricultural industries. The company was incorporated in 1862 and is headquartered in Tysnes, Norway branches in Kvinnherad, Bergen, Odda, and Stord.",Tysnes,47 53 43 03 00,Norway,[],http://tysnes-sparebank.no,1,Teiglandsvegen 2,Banks—Regional,,111,112,111.722626,0.04036036,0,,112,,123,,111,111.32353,4.48,112,,123,,,,4.48,1591920000,0.2028,,,111,2,NOK,6.0536647,696,,,,168395872,,,94,2.4742994,111,112,,,696,128,,,,98,110,False,0.0396,,112,OSL,TYSNES SPAREBANK,Tysnes Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TYSB-ME.OL,finmb_243651074,no_market,,9.551,,0.36630002,,,,,,1517080,,,210.553,,,,1577750400,0.02637,24930000,18.336,,,0.5271832,0,1640908800,1585612800,,,700022,650007040,,,,,,-0.485,,,,,,,,https://logo.clearbit.com/tysnes-sparebank.no,,,,,de47baa7-16a7-3778-aa54-ecf4024100b0,,
SNI,WC2B 4HN,Industrials,6749,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1,Aldwych House,Marine Shipping,4th Floor 71-91 Aldwych,82,81.6,90.48613,0,,,84.2,,10535,,82,84.21471,0,81.6,,10535,,,,,1587600000,0.993023,,,81.6,2,NOK,,29395,,,,6601738752,,,19238,3.268898,81.6,84,,400,29395,134.6,55.86667,,5.72,69.6,83.8,False,,145400,84.2,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SNI.OL,finmb_305831,no_market,,3.785,,-0.00336,19.833,,,1.5,,63023800,,,20.457,,,,1575072000,0.11141,-1544000,-0.113,,,4.0963974,0.61417,1638230400,1590883200,,,33134761,7644563456,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,,
TRVX,0283,Healthcare,20,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1,Lilleakerveien 2C,Biotechnology,,6.53,6.38,6.8254013,,0,,6.57,,134304,,6.53,6.8982353,,6.38,,134304,,,,,,2.063953,,,6.37,2,NOK,,120960,,,,493047040,,,367617,192.37106,6.37,6.48,,0,120960,12,-2.2736843,,,3.515,6.43,False,,0,6.57,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TRVX.OL,finmb_144098164,no_market,,167.709,,0,-3.205,0.10865879,,-2.85,,76087504,,,5.387,,,,1577750400,0.25366,-132435000,-2.02,,,1.2028959,0.122279994,1640908800,1585612800,,,52861785,429839328,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,,
STRONG,2005,Industrials,512,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",Ralingen,47 03254,Norway,[],http://www.strongpoint.com,1,Slynga 10,Business Equipment & Supplies,,18.05,18.1,12.087737,0.033241,0,,18.1,,108453,,18.05,14.65,0.6,18.1,,108453,,,,,1556496000,0.500581,,,17.75,2,NOK,39.888893,36166,,,,794831424,,,120730,0.71996576,17.75,17.95,,406900,36166,19.2,16.318182,,,8.56,17.85,False,,200000,18.1,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.853,,0.018170001,15.215,0.52966094,,1.1,,44280300,,,6.907,,,,1577750400,0.31468,20063000,0.45,,,2.5988128,0.31726,1640908800,1593475200,,,28472734,941164992,,1115596800,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,,
TEAM,HM 11,Industrials,88,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1,Williams House,Marine Shipping,4th Floor 20 Reid Street,3.2,3.2,4.689416,,0,,3.5,,6827,,3.2,3.4682353,,3.2,,6827,,,,,,-0.342441,,,3.2,4,NOK,,14180,,,,673896896,,,19086,2.0945387,3.2,3.9,,,14180,7.65,,,,3,3.32,False,,,3.5,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.451,,-0.12687999,36.213,-0.44827586,,,,202980992,,,1.657,,,,1577750400,0.00877,-40821000,-0.216,,,2.003621,0.113129996,1640908800,1585612800,,,139405841,788539072,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,,
STB,1327,Financial Services,1683,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1,Professor Kohts vei 9,Financial Conglomerates,P.O. Box 500,50.6,50.62,52.53326,0.06422925,0,,50.96,,1710353,,50.6,51.47265,3.25,50.62,,1710353,,,,,1587600000,1.278488,,,50.48,2,NOK,12.852426,665831,,,,23649933312,,,2593309,0.37351632,50.48,50.64,,81400,665831,74.9,8.908451,,,33.84,50.58,False,,115200,50.96,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STB.OL,finmb_876161,no_market,,0.804,,0.02922,16.686,-0.11445576,,5.68,,467390016,,,73.592,,,,1577750400,0.64619005,1838000000,3.937,,,0.6875747,0.05957,1640908800,1593475200,,,457939559,50924945408,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,,
THIN,0160,Technology,23,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1,Fridtjof Nansens Plass 4,Electronic Components,,0.3598,0.3492,1.0124723,,0,,0.3576,,5399523,,0.3598,0.4095206,,0.3492,,5399523,,,,,,2.05,,,0.3402,4,NOK,,1535403,,,,126082424,,,4633897,159.598,0.3402,0.355,,2859200,1535403,5.8,-7.0959997,,,0.2912,0.3502,False,,1223200,0.3576,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,THIN.OL,finmb_740992,no_market,,56.733,,0,-1.13,-0.8673304,,-0.05,,355361984,,,-0.387,,,,1577750400,0.06763,-69498000,-1.19,,,,0.02408,1640908800,1585612800,,,43971083,44819168,,1572566400,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,,
TECH,0667,Technology,212,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1,BrynsallEen 4,Software—Application,,2.9,2.98,2.6876643,,0,,3,,50873,,2.9,2.7429411,,2.98,,50873,,,,,,0.335578,,,2.8,4,NOK,,39673,,,,472099680,,,37428,0.41389197,2.8,2.9,,60000,39673,4.18,,,,1.95,2.86,False,,72100,3,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TECH.OL,finmb_371366152,no_market,,0.469,,-0.058130004,29.867,-0.2926829,,,,162792992,,,2.905,,,,1577750400,0.027460001,-66303000,-0.402,,,0.99827886,0.75827,1640908800,1585612800,,,37517372,535386912,,1457654400,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,,
SUBC,2086,Energy,,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1,"412F, Route d'Esch",Oil & Gas Equipment & Services,,71.72,72,68.15679,,0,,73.06,,953078,,71.72,65.70706,,72,,953078,,,,,1556150400,1.593023,,,71.22,2,NOK,,221635,,,,21535909888,,,1211455,6.4401646,71.22,72.42,,128000,221635,110.1,289.84,,,38.5,72.38,False,,37100,73.06,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000,EQUITY,SUBC.OL,finmb_359868,no_market,,6.392,,-0.31124002,53.054,-0.19234234,,0.25,,297211008,,,14.516,,,,1577750400,0.61302,-1040800000,-3.495,,,4.991733,0.24016,1640908800,1593475200,,,223844129,21375340544,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,8610c031-034f-3083-a212-b713518bf428,,
TOTG,2850,Financial Services,,"Totens Sparebank provides various banking and financial products and services in Norway. It provides savings; mortgages, loans, credit, and cards; pension products; VIPPS; insurance products; and asset management, leasing, payment, and real estate services, as well as online and mobile banking services. The company operates through five offices located in Mjosa, Gjovik, Lena, Raufoss, Hamar, and Raholt. Totens Sparebank was founded in 1854 and is headquartered in Lena, Norway.",Lena,47 61 14 12 00,Norway,[],http://www.totenbanken.no,1,Lenagata 30,Banks—Regional,,140,142,135.37956,0.060714286,0.46240002,,142,,327,,140,138.32353,8.5,142,,327,,,,7,1585699200,0.201744,,,142,2,NOK,9.44463,150,,,,869683264,,,802,2.1487508,142,140,,57000,150,149,9.543011,,,115,139,False,0.0507,57000,142,OSL,TOTENS SPAREBANK,Totens Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TOTG.OL,finmb_9237532,no_market,,10.922,,0.45233002,,0.12903225,,14.88,,6124530,,,305.61,,,,1577750400,0.0932,92504208,15.035,,,0.4646445,0.40230998,1640908800,1585612800,,,3870583,4420509696,,1335916800,340:240,,,-0.292,,,,,,,,https://logo.clearbit.com/totenbanken.no,47 61 14 12 65,,,,326bf409-d1ab-37b9-866a-96d0d87ae252,,
ULTIMO,0379,Healthcare,19,"Ultimovacs ASA, a pharmaceutical company, develops immunotherapies for various cancers. The company engages in performing a clinical development program with clinical trials in Europe and the United States. Its lead product candidate is UV1, a peptide-based vaccine, which completed Phase I clinical trial that induces T cell response against the universal cancer antigen telomerase. The company was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 41 38 00 80,Norway,[],http://www.ultimovacs.com,1,Ullernchausseen 64,Biotechnology,,41.8,42.1,43.49927,,0,,43,,11585,,41.8,42.376472,,42.1,,11585,,,,,,,,,41.6,2,NOK,,23338,,,,1362071040,,,27386,,41.6,42.9,,,23338,76,,,,26,42.7,False,,,43,OSL,ULTIMOVACS ASA,Ultimovacs ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ULTIMO.OL,finmb_241624822,no_market,,,,0,-9.702,,,,,31973500,,,15.06,,,,1577750400,0.28587,-76780000,-2.966,,,2.828685,0.47478,1640908800,1585612800,,,15791553,792426624,,,,,,,,,,,,,,https://logo.clearbit.com/ultimovacs.com,,,,,920d6ba7-6524-3ff3-bb26-c3e0e6f49e46,,
TGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIETOO,2101,Technology,23789,"TietoEVRY Oyj operates as a software and services company. It operates through Digital Experience, Hybrid Infra, Industry Software, and Product Development Services segments. The Digital Experience segment provides consulting services, including design of service experiences, smart use of data, IT architecture consulting, and business process and change management, as well as system integration, and application development and management. The Hybrid Infra segment offers enterprises with life cycle management of IT infrastructure, which covers a variety of technologies. The Industry Software segment provides with industry-specific software products for business-critical processes of clients in the financial services, public and healthcare, and welfare sectors, as well as in the forest industry, and the energy and oil and gas segments. The Product Development Services segment offers software R&D services with a focus on the telecom sector, as well as new domains, such as automotive serving the communications infrastructure, consumer electronics, and semiconductor companies, and the automotive industry. The company also provides software advisory and consulting services, and industry specific software; engages in the design, implementation, and maintenance of customized solutions and IT operations. It operates in Finland, Sweden, Norway, Austria, the Baltic countries, Russia, and internationally. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",Espoo,358 207 2010,Finland,[],http://www.tietoevry.com,1,Keilalahdentie 2-4,Information Technology Services,P.O.Box 2,272,272,257.2073,,0,,273,,2213,,272,264.3412,,272,,2213,,,,6.79,1600732800,0.80872,,,270.4,2,NOK,,605,,,,31942209536,,,8762,,270.4,271.2,,,605,317,,,,201.2,270.6,False,0.024300002,,273,OSL,TIETOEVRY OYJ,TietoEVRY Oyj,Europe/Oslo,CEST,False,7200000,EQUITY,TIETOO.OL,finmb_1034090,no_market,,,,0.02333,,Infinity,,,,118444000,,,,,,,1577750400,0.38723,,,,,,0.24724,1640908800,1593475200,,,54908237,32216748032,,,,,,,,,,,,,,https://logo.clearbit.com/tietoevry.com,,,,,73c9b7e7-badc-3724-8b79-ad47831de1e2,,
TRE,1324,Financial Services,,"Treasure ASA, through its 12.04% interest in Hyundai Glovis Co. Ltd., provides transportation and logistics services in South Korea. The company was incorporated in 2016 and is based in Lysaker, Norway. Treasure ASA is a subsidiary of Wilh. Wilhelmsen Holding ASA.",Lysaker,47 67 58 40 00,Norway,[],http://www.treasureasa.com,1,PO Box 33,Asset Management,,10.7,10.75,11.141825,0.0042990656,0.158,,10.85,,38057,,10.7,10.914706,0.046,10.75,,38057,,,,0.4,1584057600,1.211526,,,10.75,2,NOK,49.318184,7371,,,,2330959872,,,15073,170.5414,10.75,11,,387700,7371,15,,,,7.5,10.9,False,0.0381,82400,10.85,OSL,TREASURE ASA,Treasure ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TRE.OL,finmb_20576757,no_market,,169.881,,3.4989002,,-0.23357666,,,,214835008,,,2.592,,,,1577750400,0.17005,47823000,0.22,,,4.185957,0.75238997,1640908800,1577750400,,,53660012,2321937408,,,,,,,,,,,,,,https://logo.clearbit.com/treasureasa.com,,,,,5f6188c3-c96f-3912-85c3-41d8eec4f9a9,,
VEI,0214,Industrials,8499,"Veidekke ASA operates as a construction and property development company in Norway, Sweden, and Denmark. The company operates through Construction and Industrial segments. It undertakes various building construction, refurbishment, and civil engineering contracts; develops sites; and constructs non-residential and residential buildings. The company constructs office buildings, shopping centers, hotels, schools, health care buildings, cultural buildings, roads, railways, power plants, and industrial facilities. It also develops residential projects; operates and maintains public roads; and produces and sells asphalt and aggregates. The company was founded in 1936 and is headquartered in Oslo, Norway.",Oslo,47 21 05 50 00,Norway,[],http://www.veidekke.com,1,Skabos vei 4,Engineering & Construction,,125.4,125,105.187225,0.039872408,1.8519,,126,,41988,,125.4,120.63529,5,125,,41988,,,,,1588809600,0.54186,,,124.6,2,NOK,53.066437,24715,,,,16815517696,,,116024,0.45526093,124.6,125,,355700,24715,127.2,15.497512,,,72.95,124.6,False,,48800,126,OSL,VEIDEKKE,Veidekke ASA,Europe/Oslo,CEST,False,7200000,EQUITY,VEI.OL,finmb_876324,no_market,,0.893,,0.01367,25.176,0.585335,,8.04,,134956000,,,16.167,,,,1577750400,0.44726002,288000000,2.348,,,7.7070575,0.20325,1640908800,1585612800,,,188287200,32981000192,,1178668800,5:1,,,,,,,,,,,https://logo.clearbit.com/veidekke.com,,,,,fc39e9a5-b2f6-3ec9-9bfe-a075221688d9,,
TEL,1360,Communication Services,20000,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1,Snaroyveien 30,Telecom Services,,145.25,145.25,151.76096,0.05989673,2.1818,,145.4,,1571782,,145.25,144.81177,8.7,145.25,,1571782,,,,8.6,1602115200,0.279069,,,144.3,2,NOK,33.19616,501358,,,,206570225664,,,1794126,1.6929626,144.3,145.2,,301900,501358,189.65,14.5199995,,4.98,130.75,145.15,False,0.0592,230500,145.4,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000,EQUITY,TEL.OL,finmb_658535,no_market,,2.899,,0.05098,7.849,-0.20236135,,10,,1422659968,,,19.729,,,,1577750400,0.30785,5539999744,4.374,,,7.359724,0.53981996,1640908800,1593475200,,,613954891,353678262272,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3,,
TOM,1385,Industrials,4500,"Tomra Systems ASA provides sensor-based solutions for optimal resource productivity worldwide. It operates through Collection Solutions and Sorting Solutions segments. The Collection Solutions segment produces, sells, and services reverse vending machines and related data management system. It is also involved in picking up, transporting, and processing empty beverage containers on behalf of beverage producers/fillers. This segment offers its solutions to the food retail industry in Europe and the United States. The Sorting Solutions segment provides sorting and processing technology for the fresh and processed food industries; sorting systems for waste and metal material streams; and ore sorting systems for the mining industry. Tomra Systems ASA was founded in 1972 and is headquartered in Asker, Norway.",Asker,47 66 79 91 00,Norway,[],http://www.tomra.com,1,Drengsrudhagen 2,Waste Management,,386.1,388,321.06738,0.007122507,0.59650004,,388.5,,188663,,386.1,356.2147,2.75,388,,188663,,,,2.75,1588636800,0.383139,,,382.1,2,NOK,84.01737,131466,,,,57114177536,,,320837,5.969104,382.1,386.9,,218400,131466,388.5,67.52181,,1.44,201,386.6,False,0.0070999996,98700,388.5,OSL,TOMRA SYSTEMS ASA,Tomra Systems ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TOM.OL,finmb_878841,no_market,,6.26,,0.07117,36.768,0.4953524,,5.73,,147620000,,,38.575,,,,1577750400,0.71271,681000000,4.605,,,10.029812,0,1640908800,1593475200,,,108186195,59898642432,,974851200,2:1,,,-0.022,,,,,,,,https://logo.clearbit.com/tomra.com,47 66 79 91 11,,,,2ec6aabb-d108-3aab-9fd6-ef3992573975,,
WALWIL,1364,Industrials,9500,"Wallenius Wilhelmsen ASA, together with its subsidiaries, provides roll-on roll-off (ro-ro) shipping and vehicle logistics services worldwide. It operates in two segments, Ocean and Landbased segments. The Ocean segment engages in the ocean transport of cars, and ro-ro and project cargo primarily for car manufacturers, as well as manufacturers of agriculture, and other high and heavy equipment. The Landbased segment offers vehicle logistics services, including plant and port based technical, marine terminal, and inland distribution services. The company provides its services principally under the Wallenius Wilhelmsen Ocean, Wallenius Wilhelmsen Solutions, EUKOR, ARC, and Armacup brands. It operates a fleet of 126 vessels servicing 15 trade routes. Wallenius Wilhelmsen ASA was founded in 1861 and is based in Lysaker, Norway.",Lysaker,47 67 82 57 00,Norway,[],http://www.walleniuswilhelmsen.com,1,Strandveien 20,Integrated Freight & Logistics,,13.2,13.2,14.846558,0.0045454544,0.5426,,13.38,,183709,,13.2,13.110588,0.06,13.2,,183709,,,,,1573516800,2.104651,,,13.06,2,NOK,,78224,,,,5634029056,,,764464,1.5124911,13.06,13.38,,0,78224,28.8,28.382978,,,7.58,13.3,False,,0,13.38,OSL,WALLENIUS WILH ASA,Wallenius Wilhelmsen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,WALWIL.OL,finmb_109864930,no_market,,2.513,,-0.0545,22.451,-0.4891641,,0.47,,422340992,,,5.668,,,,1577750400,0.13828,-203000000,-0.481,,,2.3535638,0.75631,1640908800,1585612800,,,102062909,9361900544,,,,,,,,,,,,,,https://logo.clearbit.com/walleniuswilhelmsen.com,,,,,ed8c9dbc-e194-3c77-adf8-7e083477b0a4,,
