ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
SVEG,Sparebanken Vest,Equity certificates,65.2,65.2,65.3,55,LP,6995.63,-0.0031,0.0252,0.03,0.08380000000000001,0.3114,5011,Financial Services,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1.0,Jonsvollsgaten 2,,Banks—Regional,65.4,65.4,61.005074,0.03700306,0.34080002,,65.5,,29003.0,,65.4,62.75588199999999,2.42,65.4,,29003.0,,,,2.42,1585094400.0,0.564459,,,65.1,2.0,NOK,9.725536,9194.0,,,,6995633664.0,,,51737.0,1.7791541000000002,65.1,65.3,,100000.0,9194.0,73.8,10.316455,,5.88,42.1,65.2,False,0.037000000000000005,300000.0,65.5,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000.0,EQUITY,SVEG.OL,finmb_8081598,no_market,,29.016,,0.50203,,0.24809158,,6.32,,107295000.0,,,148.969,,,,1577750400.0,0.31427,539000000.0,6.704,,,0.43767494,0.26554,1640908800.0,1585612800.0,,,82679268.0,114090893312.0,,,,,,-0.221,,,,,,,,https://logo.clearbit.com/spv.no,722.0,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,,
SPOG,Sparebanken Øst,Equity certificates,47.2,47.2,47.6,13,,978.51,-0.0042,-0.0042,-0.0126,-0.0681,-0.0364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNI,Stolt-Nielsen,Industrials,82.5,82.3,82.7,20,,4415.71,0.0098,0.0073,-0.0283,-0.2763,-0.1558,WC2B 4HN,Industrials,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1.0,Aldwych House,,Marine Shipping,81.7,81.5,89.47319,0.0,,,82.8,,18241.0,,81.7,84.0853,0.0,81.5,,18241.0,,,,,1587600000.0,0.9802549999999999,,,81.5,2.0,NOK,,2586.0,,,,6499324928.0,,,19873.0,3.218187,81.5,82.7,,400.0,2586.0,134.6,55.0,,5.67,69.6,82.3,False,,145400.0,82.8,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNI.OL,finmb_305831,no_market,,3.7760000000000002,,-0.00336,19.784000000000002,,,1.5,,63023800.0,,,20.457,,,,1575072000.0,0.11141,-1544000.0,-0.113,,,4.0328493,0.61417,1638230400.0,1590883200.0,,,33134761.0,7625656320.0,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,6749.0,4th Floor 71-91 Aldwych,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,,
STB,Storebrand,Financials,51.04,51.04,51.06,1548,,23855.6,0.0079,0.0179,-0.0311,-0.2605,-0.08990000000000001,1327,Financial Services,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1.0,Professor Kohts vei 9,,Financial Conglomerates,50.64,50.68,52.037483,0.06417852,0.0,,51.64,,1266013.0,,50.64,51.352059999999994,3.25,50.68,,1266013.0,,,,,1587600000.0,1.271777,,,50.68,2.0,NOK,12.969266000000001,697339.0,,,,23864934400.0,,,2512944.0,0.37691197,50.68,51.06,,81400.0,697339.0,74.9,8.989436999999999,,,33.84,51.06,False,,115200.0,51.64,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STB.OL,finmb_876161,no_market,,0.805,,0.02922,16.692,-0.07927275,,5.68,,467390016.0,,,73.592,,,,1577750400.0,0.64619005,1838000000.0,3.937,,,0.6938254,0.059570000000000005,1640908800.0,1593475200.0,,,457939559.0,50943639552.0,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,1683.0,P.O. Box 500,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,,
STORM,Storm Real Estate,Real estate,2.9,2.88,3.08,7,,25.62,-0.0645,-0.08810000000000001,-0.2077,-0.1471,-0.2162,,Real Estate,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1.0,Haakon VIIS gate 5,,Real Estate Services,3.1,3.1,2.6008697,0.1383871,0.0,,3.1,,14127.0,,3.1,3.3911765,0.429,3.1,,14127.0,,,,,1464307200.0,1.486643,,,2.9,4.0,NOK,,12298.0,,,,25620224.0,,,66211.0,8.82543,2.9,3.08,,80000.0,12298.0,6.45,32.22222,,,1.26,2.88,False,,100000.0,3.1,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STORM.OL,finmb_38919651,no_market,,16.044,,-0.10815999999999999,86.575,-0.16216218,,0.09,,8834560.0,,,0.534,,,,1577750400.0,0.0,-314000.0,-0.036000000000000004,,,5.430712000000001,0.47079,1640908800.0,1577750400.0,,,4904419.0,46577144.0,,1562716800.0,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,5.0,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,,
STRONG,StrongPoint,Information technology,17.85,17.7,17.85,30,LP,790.4,0.0085,-0.0219,0.3626,0.4875,0.4631,2005,Industrials,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",Ralingen,47 03254,Norway,[],http://www.strongpoint.com,1.0,Slynga 10,,Business Equipment & Supplies,17.7,17.7,12.275507000000001,0.033898305,0.0,,18.0,,71591.0,,17.7,15.267647,0.6,17.7,,71591.0,,,,,1556496000.0,0.566782,,,17.65,2.0,NOK,39.666668,15922.0,,,,790403392.0,,,111710.0,0.71595484,17.65,17.85,,406900.0,15922.0,19.2,16.227272,,,8.56,17.7,False,,200000.0,18.0,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.838,,0.018170001,14.965,0.45081973,,1.1,,44280300.0,,,6.907,,,,1577750400.0,0.31468,20063000.0,0.45,,,2.5843349,0.31726,1640908800.0,1593475200.0,,,28472734.0,925671424.0,,1115596800.0,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,512.0,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,,
SUBC,Subsea 7,Energy,69.96,70.12,70.18,640,,20793.21,0.0058,0.0087,0.0972,-0.33340000000000003,-0.197,2086,Energy,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1.0,"412F, Route d'Esch",,Oil & Gas Equipment & Services,69.56,70.1,67.4021,,0.0,,70.9,,784603.0,,69.56,66.18,,70.1,,784603.0,,,,,1556150400.0,1.630662,,,69.64,2.0,NOK,,121420.0,,,,20858267648.0,,,1185257.0,6.23752,69.64,70.2,,128000.0,121420.0,110.1,280.72,,,38.5,70.14,False,,37100.0,70.9,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUBC.OL,finmb_359868,no_market,,6.2,,-0.31124002,51.46,-0.18605196,,0.25,,297211008.0,,,14.515999999999998,,,,1577750400.0,0.61302,-1040800000.0,-3.495,,,4.8346653,0.24015999999999998,1640908800.0,1593475200.0,,,223844129.0,20733366272.0,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,8610c031-034f-3083-a212-b713518bf428,,
SUNSB-ME,Sunndal Sparebank,Equity certificates,114.0,112.0,114.0,0,LP,154.15,,,0.0364,0.0668,0.1153,6600,Financial Services,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",Sunndalsora,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1.0,Sunndalsveien 15,,Banks—Regional,114.0,113.0,110.28261,0.07017544,0.29600000000000004,,114.0,,91.0,,114.0,110.47058999999999,8.0,113.0,,91.0,,,,8.0,1585267200.0,0.163578,,,113.0,2.0,NOK,16.40524,0.0,,,,154713952.0,,,255.0,1.6483306,113.0,114.0,,,0.0,117.0,,,,106.0,106.0,False,0.070199996,,114.0,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.489,,0.37075,,0.036363599999999996,,,,1357140.0,,,369.061,,,,1577750400.0,0.015420001000000001,5527000.0,6.949,,,0.308892,0.0,1640908800.0,1585612800.0,,,931366.0,421316192.0,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,,,,,dd197052-51d0-31d7-81d4-de6977485aa6,,
SUSB-ME,Surnadal Sparebank,Equity certificates,108.0,107.0,108.0,2,LP,217.01,0.0,0.0093,0.0093,0.0268,0.0635,6650,Financial Services,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1.0,Bardshaugvegen 7,47 71 66 27 27,Banks—Regional,108.0,108.0,107.05797,0.06481481,0.2025,,108.0,,100.0,,108.0,106.52941000000001,7.0,108.0,,100.0,,,,7.0,1583280000.0,0.243302,,,108.0,2.0,NOK,3.2527182,110.0,,,,217656720.0,,,467.0,1.4130526,108.0,0.0,,,110.0,117.0,,,,100.0,106.0,False,0.0654,,108.0,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.969,,0.43442002,,-0.031624615,,,,2015340.0,,,421.213,,,,1577750400.0,0.03771,66915000.0,33.203,,,0.25640234,0.0,1640908800.0,1585612800.0,,,1899140.0,611333248.0,,,,,,-0.40700000000000003,,,,,,,,https://logo.clearbit.com/bank.no,,,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,,
TRVX,Targovax,Health care,6.4,6.4,6.45,54,,486.96,-0.0016,-0.0062,-0.0347,-0.26940000000000003,0.1034,0283,Healthcare,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1.0,Lilleakerveien 2C,,Biotechnology,6.41,6.38,6.7542753,,0.0,,6.44,,139729.0,,6.41,6.751765,,6.38,,139729.0,,,,,,2.0592330000000003,,,6.31,2.0,NOK,,91682.0,,,,486960032.0,,,336998.0,189.99611000000002,6.31,6.4,,0.0,91682.0,12.0,-2.2456139999999998,,,3.515,6.4,False,,0.0,6.44,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TRVX.OL,finmb_144098164,no_market,,164.14700000000002,,0.0,-3.137,0.19366848,,-2.85,,76087504.0,,,5.3870000000000005,,,,1577750400.0,0.25366,-132435000.0,-2.02,,,1.1880453000000002,0.122279994,1640908800.0,1585612800.0,,,52861785.0,420708832.0,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,20.0,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,,
TEAM,Team Tankers International,Industrials,3.58,3.22,3.48,0,,725.49,,,0.0655,-0.337,,HM 11,Industrials,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1.0,Williams House,,Marine Shipping,3.58,3.58,4.6342754,,0.0,,3.58,,17576.0,,3.58,3.4,,3.58,,17576.0,,,,,,-0.337979,,,3.58,4.0,NOK,,100.0,,,,726671936.0,,,20194.0,2.2585688,3.58,3.56,,,100.0,7.65,,,,3.0,3.4,False,,,3.58,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.69,,-0.12687999,39.75,-0.37739134,,,,202980992.0,,,1.6569999999999998,,,,1577750400.0,0.00877,-40821000.0,-0.21600000000000003,,,2.160531,0.113129996,1640908800.0,1585612800.0,,,139405841.0,865546560.0,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,88.0,4th Floor 20 Reid Street,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,,
TECH,Techstep,Information technology,2.92,2.92,3.0,12,,475.36,-0.0201,0.0429,0.0069,-0.1386,-0.2494,0667,Technology,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1.0,BrynsallEen 4,,Software—Application,2.98,3.0,2.6871737999999996,,0.0,,3.1,,54815.0,,2.98,2.752353,,3.0,,54815.0,,,,,,0.344333,,,2.92,4.0,NOK,,18893.0,,,,475355552.0,,,37837.0,0.4167464,2.92,3.0,,60000.0,18893.0,4.18,,,,1.95,2.92,False,,72100.0,3.1,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TECH.OL,finmb_371366152,no_market,,0.48100000000000004,,-0.058130004000000006,30.593000000000004,-0.22395831,,,,162792992.0,,,2.905,,,,1577750400.0,0.027460001,-66303000.0,-0.402,,,1.0051636,0.75827,1640908800.0,1585612800.0,,,37517372.0,548410432.0,,1457654400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,212.0,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,,
TEL,Telenor,Communication services,144.5,144.4,144.55,1341,,202221.69,0.0073,0.0077,0.0263,-0.055,-0.1655,1360,Communication Services,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1.0,Snaroyveien 30,,Telecom Services,143.4,144.1,151.21051,0.060669456,2.1818,,144.7,,1490759.0,,143.4,144.39117,8.7,144.1,,1490759.0,,,,8.6,1602115200.0,0.271196,,,142.7,2.0,NOK,33.081844,297885.0,,,,205858897920.0,,,1765110.0,1.6871330000000002,142.7,144.65,,301900.0,297885.0,189.65,14.469999,,4.98,130.75,144.55,False,0.06,230500.0,144.7,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,TEL.OL,finmb_658535,no_market,,2.877,,0.050980000000000004,7.791,-0.21596503,,10.0,,1422659968.0,,,19.729,,,,1577750400.0,0.30785,5539999744.0,4.374,,,7.334380599999999,0.53981996,1640908800.0,1593475200.0,,,613954891.0,351069405184.0,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,20000.0,,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3,,
TGS,TGS-NOPEC Geophysical Company,Energy,139.35,139.25,139.4,787,,16291.04,-0.0032,0.024700000000000003,0.013,-0.4611,-0.2831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIN,Thin Film Electronics,Information technology,0.33,0.33,0.33,171,,118.48,-0.0048,-0.0687,-0.0366,-0.7068000000000001,-0.7392,0160,Technology,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1.0,Fridtjof Nansens Plass 4,,Electronic Components,0.335,0.3358,0.96649635,,0.0,,0.34,,3371468.0,,0.335,0.381,,0.3358,,3371468.0,,,,,,2.038908,,,0.33,4.0,NOK,,2434065.0,,,,117695888.0,,,4727033.0,148.98213,0.33,0.3328,,2859200.0,2434065.0,5.8,-6.624,,,0.2912,0.3316,False,,1223200.0,0.34,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,THIN.OL,finmb_740992,no_market,,54.71,,0.0,-1.09,-0.86064893,,-0.05,,355361984.0,,,-0.387,,,,1577750400.0,0.06763,-69498000.0,-1.19,,,,0.02408,1640908800.0,1585612800.0,,,43445147.0,43220736.0,,1572566400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,23.0,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,,
TIETOO,TietoEVRY,Information technology,270.2,270.2,271.0,52,,31994.09,-0.0015,-0.0315,0.0551,-0.0148,,2101,Technology,"TietoEVRY Oyj operates as a software and services company. It operates through Digital Experience, Hybrid Infra, Industry Software, and Product Development Services segments. The Digital Experience segment provides consulting services, including design of service experiences, smart use of data, IT architecture consulting, and business process and change management, as well as system integration, and application development and management. The Hybrid Infra segment offers enterprises with life cycle management of IT infrastructure, which covers a variety of technologies. The Industry Software segment provides with industry-specific software products for business-critical processes of clients in the financial services, public and healthcare, and welfare sectors, as well as in the forest industry, and the energy and oil and gas segments. The Product Development Services segment offers software R&D services with a focus on the telecom sector, as well as new domains, such as automotive serving the communications infrastructure, consumer electronics, and semiconductor companies, and the automotive industry. The company also provides software advisory and consulting services, and industry specific software; engages in the design, implementation, and maintenance of customized solutions and IT operations. It operates in Finland, Sweden, Norway, Austria, the Baltic countries, Russia, and internationally. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",Espoo,358 207 2010,Finland,[],http://www.tietoevry.com,1.0,Keilalahdentie 2-4,,Information Technology Services,270.6,267.8,256.8913,,0.0,,271.6,,832.0,,270.6,265.95294,,267.8,,832.0,,,,6.79,1600732800.0,0.791521,,,267.8,2.0,NOK,,6052.0,,,,31826319360.0,,,8395.0,,267.8,271.0,,,6052.0,317.0,,,,201.2,270.2,False,0.0251,,271.6,OSL,TIETOEVRY OYJ,TietoEVRY Oyj,Europe/Oslo,CEST,False,7200000.0,EQUITY,TIETOO.OL,finmb_1034090,no_market,,,,0.02333,,inf,,,,118444000.0,,,,,,,1577750400.0,0.38723,,,,,,0.24724000000000002,1640908800.0,1593475200.0,,,54908237.0,32050927616.0,,,,,,,,,,,,,,https://logo.clearbit.com/tietoevry.com,23789.0,P.O.Box 2,,,,73c9b7e7-badc-3724-8b79-ad47831de1e2,,
