ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,state
NAVA,0255,Healthcare,24,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1,Henrik Ibsens gate 90,,Drug Manufacturers—General,20.2,20,19.61439,,0,,20.3,,17281,,20.2,20.317648,,20,17281,,,,,1271116800,0.347851,,,20,2,NOK,8.927001,11243,,,,307888064,,,18002,1.5880512,20,20.2,,491200,11243,25.5,,,,13.55,19.85,False,,96200,20.3,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NAVA.OL,,,finmb_26201104,1874534f-9016-3c5f-9005-de69a6ce30f9,no_market,,1.331,,0.13793999,-27.932,0.27524447,,,,15166900,,,9.607,,,,1577750400,0.13567,-24425224,2.274,,,2.1130424,0.61384,1640908800,1593475200,,,4406038,257999200,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,,
NEXT,0164,Technology,33,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1,Universitetsgata 10,,Scientific & Technical Instruments,2.05,2.005,2.4076133,,0,,2.005,,810998,,2.05,2.190353,,2.005,810998,,,,,,2.897793,,,1.94,4,NOK,,181093,,,,150977664,,,697263,2.4763427,1.94,1.988,,110000,181093,6.35,-0.32590166,,,1.07,1.96,False,,12400,2.005,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NEXT.OL,,,finmb_61572672,1140d622-f964-3ad8-bc48-278a028581e8,no_market,,1.127,,-2.54588,-0.503,-0.4783715,,-6.1,,75944496,,,1.603,,,,1577750400,0.03532,-155216992,-3.561,,,1.2401747,0.38145,1640908800,1593475200,,,57720849,68686200,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,,
NOM,0250,Basic Materials,7,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,47 22 94 77 90,Norway,[],http://www.nordicmining.com,1,Vika Atrium,47 22 94 77 91,Other Industrial Metals & Mining,2.33,2.3,2.0319202,,0,,2.3,,397195,,2.33,2.3544118,,2.3,397195,,,,,,1.344367,,,2.24,4,NOK,,428143,,,,446331904,,,965894,,2.24,2.29,,,428143,3.8,,,,1.25,2.27,False,,,2.3,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NOM.OL,,,finmb_27206332,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,no_market,,,,0,-6.54,0.22465277,,,,197492000,,,0.855,,,,1577750400,0.06196,-89159000,-0.512,,,2.6432748,0.19563,1640908800,1593475200,,,161222408,403097824,,1481155200,1:6,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,Entrance A 5th Floor Munkedamsveien 45,
NANO,0884,Healthcare,43,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 18 33 01,Norway,[],http://www.nordicnanovector.com,1,KjelsÃ¥sveien 168 B,47 22 58 00 07,Biotechnology,28,26,20.060503,,0,,26.2,,1001686,,28,24.040588,,26,1001686,,,,,,0.999419,,,24.22,2,NOK,,736049,,,,1732118528,,,431443,,24.22,26.14,,10000,736049,40,-3.2889447,,,9.57,26.02,False,,100000,26.2,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NANO.OL,,,finmb_117497706,00442fdb-da3e-3712-821e-59d32a59825e,no_market,,,,0,-3.124,,,-7.96,,66161900,,,4.362,,,,1577750400,0.24163,-435830016,-7.274,,,6.001834,0.14242,1640908800,1585612800,,,51454245,1471782144,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,,
MOWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOD,7052,Technology,822,"Nordic Semiconductor ASA, a fabless semiconductor company, designs, develops, and sells integrated circuits and related solutions for short and long range wireless communication in Europe, the Americas, and the Asia/Pacific. The company specializes in ultra-low power components, based on its proprietary 2.4 GHz RF, Bluetooth low energy, and LTE-M and NB- Internet of Things (IoT); and develops long power cellular IoT. It also provides Bluetooth 5 solutions; low power cellular devices for the IoT; and Bluetooth 5.1 solutions for direction finding applications. In addition, the company offers Zigbee 3.0 IoT solutions; Thread solution for low-power IEEE 802.15.4 devices; nRF52 and nRF51 series system-on-chips, and nRF5 software development kits; ANT, a proprietary ultra-low power wireless solution for battery operated products; and application specific integrated circuits and related consulting services. Further, it provides software for system development, communication stacks, and application layer software, as well as development tools for desktops, mobiles, and clouds. The company's products are used in various applications, such as audio and music, automotives, beacons, computer peripherals, connected health and homes, education, industrial automation, LED lightings, logistics and transport, retail and payment, sports and fitness, toys and gaming, virtual reality and augmented reality products, mobile phone accessories, and consumer electronics, as well as wearables, including connected watches, jewelry, proximity tags, and smart clothes and apparels. Nordic Semiconductor ASA was founded in 1983 and is headquartered in Trondheim, Norway.",Trondheim,47 72 89 89 00,Norway,[],http://www.nordicsemi.com,1,Otto Nielsens veg 12,,Semiconductor Equipment & Materials,92.6,93,65.7837,,0,,94.05,,309973,,92.6,90.911766,,93,309973,,,,,1308268800,1.452961,,,92.85,2,NOK,1120.4819,46508,,,,16527307776,,,446782,51.011467,92.85,93,,96500,46508,96.2,1162.5,,,31.48,92.9,False,,581300,94.05,OSL,NORDIC SEMICONDUCT,Nordic Semiconductor ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NOD.OL,,,finmb_884166,61ea7640-f972-397d-be57-4173fa2df326,no_market,,50.258,,0.04478,575.455,1.270721,,0.08,,177712992,,,1.371,,,,1577750400,0.55627996,14507000,0.083,,,67.833694,0.13182001,1640908800,1593475200,,,171036252,16283066368,,,,,,0.5,,,,,,,,https://logo.clearbit.com/nordicsemi.com,,
NEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHY,0240,Basic Materials,35000,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,47 22 53 81 00,Norway,[],http://www.hydro.com,1,Drammensveien 260,47 22 53 27 25,Aluminum,27.75,27.79,25.4971,0.045045044,0,,27.94,,4453869,,27.75,27.39853,1.25,27.79,4453869,,,,,1589241600,0.937862,,,27.62,2,NOK,,511932,,,,57064648704,,,6227797,0.4015018,27.62,27.86,,410000,511932,36.41,7.4865594,,,19.135,27.84,False,,1100,27.94,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000,,EQUITY,NHY.OL,,,finmb_292387,393ecc80-795c-3904-9f9c-8b2facbb321b,no_market,,0.509,,-0.03373,7.193,,,3.72,,2048999936,,,36.912,,,,1577750400,0.29948,-4793999872,-2.341,,,0.75449723,0.34263,1640908800,1593475200,,,1339123950,72371363840,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,VÃ¦kerÃ¸,
NSKOG,0213,Basic Materials,2300,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,47 22 51 20 20,Norway,[],http://www.norskeskog.com,1,PB 294 SkOeyen,,Paper & Paper Products,30.55,30.85,32.250862,0.20458266,0.6286,,30.9,,82300,,30.55,29.08,6.25,30.85,82300,,,,6,1598832000,,,,30,2,NOK,5.9643683,185875,,,,2540999936,,,128169,0.23870361,30,30.8,,,185875,45.05,,,,25.5,30.8,False,0.1069,,30.9,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NSKOG.OL,,,finmb_283764576,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,no_market,,0.268,,0.040110003,2.562,Infinity,,,,82500000,,,60.812,,,,1577750400,0.20117001,427000000,5.164,,,0.50647897,0.66667,1640908800,1593475200,,,27535200,2849374976,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,,
NAS,1330,Industrials,9389,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,47 67 59 30 00,Norway,[],http://www.norwegian.com,1,OksenÃ¸yveien 3,,Airlines,1.242,1.244,8.170391,,0,,1.245,,21535566,,1.242,2.0940294,,1.244,21535566,,,,,,1.308943,,,1.2215,4,NOK,,4905952,,,,4450143232,,,37943065,0.102250665,1.2215,1.226,,,4905952,48.17,,,,1.2215,1.2235,False,,,1.245,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NAS.OL,,,finmb_9002664,b01488e9-9c31-39e7-bf9d-d0da043e61bb,no_market,,1.419,,-0.03712,16.657,-0.96666664,,,,3628000000,,,25.074,,,,1577750400,0.28066,-1615399936,-12.63,,,0.04885539,0.10098,1640908800,1577750400,,,1740385177,61748973568,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,,
NORTH,0252,Financial Services,3,"North Energy ASA does not have significant operations. Previously, it was engaged in the exploration, development, and production of oil and gas in the Norwegian continental shelf. The company was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,47 22 01 79 50,Norway,[],http://www.northenergy.no,1,Tjuvholmen allÃ© 3,,Asset Management,1.89,1.89,1.346268,0.15873016,,,1.89,,185028,,1.89,1.524853,0.3,1.89,185028,,,,0.3,1559088000,1.023228,,,1.805,4,NOK,,1896,,,,211639856,,,145883,239.68274,1.805,1.88,,3094400,1896,2.08,-1.9408602,,,0.9,1.815,False,0.229,1019800,1.89,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NORTH.OL,,,finmb_53162324,3e9514d3-4df0-35ae-a53c-9645c2c7d74c,no_market,,4.312,,0,-0.195,,,-0.93,,117252000,,,2.252,,,,1577750400,0,-66068000,-0.593,,,0.80150974,0.54482,1640908800,1585612800,,,46214715,3807510,,,,,,,,,,,,,,https://logo.clearbit.com/northenergy.no,,
OBSERV,0255,Healthcare,7,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1,Henrik Ibsensgate 90,,Medical Devices,14.25,13.9,13.001878,,0,,13.9,,23060,,14.25,14.854412,,13.9,23060,,,,,,,,,13.7,2,NOK,,12209,,,,270127040,,,22504,1819.8093,13.7,14,,,12209,20.5,,,,5.902,13.9,False,,,13.9,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,OBSERV.OL,,,finmb_638427790,25009432-ca8b-3b95-8eba-cd40c626353f,no_market,,2105.312,,0,-17.193,Infinity,,,,19433600,,,0.304,,,,1577750400,0.11623,-19007960,-1.349,,,45.723686,0.77686,1640908800,1593475200,,,4748790,312506240,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,,
NODL,HM 08,Energy,2,"Northern Drilling Ltd., a drilling contractor, focuses on acquiring and operating offshore drilling rigs for oil and gas industry. It owns two semi-submersible drilling rigs, as well as owns two drillships and an option to acquire a third drillship. The company was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.northerndrillingltd.com,1,Par La Ville Place,,Oil & Gas Drilling,5.63,5.65,6.184529,,0,,6.08,,27585,,5.63,6.3297057,,5.65,27585,,,,,,2.667612,,,5.63,2,NOK,,18140,,,,97927312,,,95403,4.233413,5.63,6.05,,0,18140,33.5,-22.481482,,,2.1,5.69,False,,0,6.08,OSL,NORTHERN DRILLING,Northern Drilling Ltd.,Europe/Oslo,CEST,False,7200000,,EQUITY,NODL.OL,,,finmb_423276374,93da0603-ff72-38a9-8236-0d8bf6368755,no_market,,2.989,,-0.77883005,,-0.79225093,,-0.27,,16133000,,,15.705,,,,1577750400,0.75004,-18016000,-0.182,,,0.38650113,0.39400002,1640908800,1585612800,,,8754259,69148888,,,,,,,,,,,,,,https://logo.clearbit.com/northerndrillingltd.com,14th Par La Ville Road,
NOR,0158,Energy,29,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 33 60 00,Norway,[],http://www.noreco.com,1,Nedre Vollgate 1,,Oil & Gas E&P,148.5,150,154.86884,,0,,150.5,,5370,,148.5,152.41176,,150,5370,,,,,,0.279907,,,149.5,2,NOK,10.965234,1550,,,,3604579584,,,15752,5.861105,149.5,150,,50000,1550,255,8.722287,,,105,149,False,,200100,150.5,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NOR.OL,,,finmb_24349084,42d25bec-cf8f-30f3-a632-33cae79974f4,no_market,,7.085,,0.37561,15.507,-0.31724137,,17.14,,24110900,,,27.498,,,,1577750400,0.13282,231000000,13.634,,,5.436759,0.026600001,1640908800,1593475200,,,6081239,4357461504,,1431648000,1:100,,,,,,,,,,,https://logo.clearbit.com/noreco.com,,
NRS,7414,Consumer Defensive,175,"Norway Royal Salmon ASA produces, harvests, sells, and markets smolt and salmon products in Norway. The company offers fresh and frozen fish, round fish, fillet, portions, and smoked and marinated products. It also exports its products. Norway Royal Salmon ASA was founded in 1992 and is based in Trondheim, Norway.",Trondheim,47 73 92 43 00,Norway,[],http://www.norwayroyalsalmon.com,1,Ferjemannsveien 10,47 73 92 43 01,Farm Products,223.8,223.8,223.00032,0.011170688,0.6852,,225.8,,23241,,223.8,225.34117,2.5,223.8,23241,,,,2.47,1591315200,,,,218.6,2,NOK,7.995922,5437,,,,9424968704,,,26418,1.7280362,218.6,220.8,,131900,5437,254,11.870271,,2.14,170.5,220,False,0.011,42600,225.8,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000,,EQUITY,NRS.OL,,,finmb_22969855,1b90c6b5-4c27-3a46-8643-3d5116213df5,no_market,,1.946,,0.21806,29.598,0.12518859,,18.5,,42918800,,,71.878,,,,1577750400,0.14016,267099008,27.464,,,3.055177,0.66208,1640908800,1593475200,,,13700172,10613558272,,1591315200,1:1,,,-0.118,,,,,,,,https://logo.clearbit.com/norwayroyalsalmon.com,PO Box 2608 Sentrum,
NRC,1366,Industrials,1932,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,47 90 40 70 97,Norway,[],http://www.nrcgroup.com,1,Lysaker Torg 25,,Railroads,26.75,26.75,30.096739,,0,,26.75,,136558,,26.75,32.639706,,26.75,136558,,,,,1524182400,0.394308,,,25.9,2,NOK,,22001,,,,1932583936,,,60967,0.30069768,25.9,26.6,,,22001,62.2,,,,18.8,26.4,False,,,26.75,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NRC.OL,,,finmb_876360,df5bdbf5-1f2a-37df-a179-697b4068de08,no_market,,0.459,,-0.00871,33.549,-0.53799653,,,,72927696,,,40.95,,,,1577750400,0.34921002,-120000000,-0.928,,,0.6471306,0.20921,1640908800,1593475200,,,41784666,2952333312,,1384992000,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,,
OTS,1366,Industrials,12,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,47 55 10 82 40,Norway,[],http://www.oceanteam.nl,1,STRANDVEIEN 15,47 55 10 82 49,Marine Shipping,3.29,3.28,3.2542028,,0,,3.28,,13721,,3.29,2.9555883,,3.28,13721,,,,,,1.334494,,,3.28,4,NOK,819.99994,720,,,,112213064,,,13015,7.0667586,3.28,3.2,,150100,720,8.51005,,,,2.5,2.98,False,,135600,3.28,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,OTS.OL,,,finmb_27340700,db06849e-c583-3ebb-b6fd-a8075052f557,no_market,,10.261,,0.0085,29.08,-0.4817298,,,,34211300,,,1.752,,,,1577750400,0.12597999,-815000,0.004,,,1.8721461,0.047470003,1640908800,1577750400,,,32036792,162935040,,1574812800,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,Lysaker,
OET,185 47,Industrials,,"Okeanis Eco Tankers Corp. owns, charters out, and operates tanker vessels. The company also offers commercial shipping services. It consists of three modern Aframax/LR2 tankers, four modern Suezmax tankers, and eight modern VLCC tankers. The company was founded in 2018 and is headquartered in Piraeus, Greece.",Piraeus,30 210 48 04 200,Greece,[],http://www.okeanisecotankers.com,1,Ethnarchou Makariou av,30 210 48 18 210,Marine Shipping,58.4,58.8,63.644203,0.008561644,0.1754,,58.8,,57497,,58.4,59.258823,0.5,58.8,57497,,,,11.5,1597795200,,,,58.2,2,NOK,,6275,,,,1884277376,,,45936,19.007996,58.2,58.8,,0,6275,118,,,,51,58.2,False,0.19489999,0,58.8,OSL,OKEANIS ECO TANKER,Okeanis Eco Tankers Corp.,Europe/Oslo,CEST,False,7200000,,EQUITY,OET.OL,,,finmb_564610479,5369afda-0de1-3b10-a9fb-0a6ffa4f8b6f,no_market,,27.153,,-0.0864,62.084,-0.07301587,,,,32375900,,,12.406,,,,1577750400,0.24734,-8564631,-0.262,,,4.6912785,0.59776,1640908800,1593475200,,,8221540,2691697920,,,,,,,,,,,,,,https://logo.clearbit.com/okeanisecotankers.com,& 2 D. Falireos St N. Faliro,
ODF,5892,Industrials,2383,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,,Marine Shipping,22,22,21.788406,0.008318182,0,,22,,41360,,22,21.208824,0.183,22,41360,,,,,1525824000,0.462253,,,21.8,2,NOK,111.22449,1265,,,,1702459904,,,16941,1.8793043,21.8,22.2,,24000,1265,32,-108.99999,,,17.1,21.7,False,,49000,22,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,,EQUITY,ODF.OL,,,finmb_876111,f54342aa-4fe6-3305-a76c-1f4294859ae0,no_market,,3.38,,0.01706,17.644,-0.08333331,,-0.2,,60020300,,,6.977,,,,1577750400,0.077800006,15456000,0.196,,,3.1245518,0.58329,1640908800,1593475200,,,28257135,3061883392,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,PO Box 6101 Postterminalen,
NTS,7970,Consumer Defensive,,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1,Sentrumsgata 6,,Farm Products,70,70,66.66304,0.014285714,0.4688,,70,,914,,70,70.01471,1,70,914,,,,1,1589414400,0.59069,,,69.5,2,NOK,21.752739,1097,,,,8289403904,,,3268,5.174545,69.5,70,,8300,1097,80,10.979463,,1.26,46,68,False,0.0143,26300,70,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,NTS.OL,,,finmb_49125655,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,no_market,,4.964,,0.1451,16.399,0.16666663,,6.33,,119272000,,,37.542,,,,1577750400,0.029240001,232440992,3.195,,,1.85126,0.93716,1640908800,1585612800,,,33225408,7952291328,,1407888000,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,,
