ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
SBO,0380,Real Estate,"Selvaag Bolig ASA, a housing development company, engages in the development, construction, and sale of residential properties in Greater Oslo, Bergen, Stavanger, Trondheim, and Stockholm. The company offers its properties under the Start, Home, and Pluss brands. The company was founded in 2008 and is headquartered in Oslo, Norway. Selvaag Bolig ASA is a subsidiary of Selvaag AS.",Oslo,47 23 13 70 00,Norway,[],http://www.selvaagboligasa.no,1,Silurveien 2,,Real Estate Services,52.4,52.6,50.556934,0.06679389,0.2334,,54.1,,53954,,52.4,51.919117,3.5,52.6,,53954,,,,3,1587945600,0.566782,,,52.4,2,NOK,2.7824922,39732,,,,5046496256,,,78463,1.4676336,52.4,53.8,,199000,39732,77,11.063395,,6.83,38.95,53.8,False,0.0573,2400,54.1,OSL,SELVAAG BOLIG AS,Selvaag Bolig ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SBO.OL,finmb_104553470,no_market,,1.997,,0.52312,3.662,0.05645168,,4.89,,93280896,,,26.229,,,,1577750400,0.21912001,1798752000,19.443,,,2.0626023,0.57431,1640908800,1585612800,,,38860252,6867750912,,,,,,,,,,,,,,https://logo.clearbit.com/selvaagboligasa.no,87,,,,,a7d9d772-1147-377d-a6d7-d4a6ebbfa4eb,
SSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDRL,HM 08,Energy,"Seadrill Limited, an offshore drilling contractor, provides offshore drilling services to the oil and gas industry worldwide. It operates in three segments: Floaters, Jack-up Rigs, and Other. The Floaters segment offers drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relates to semi-submersible rigs and drill ships for harsh and benign environments in mid, deep, and ultra-deep waters. The Jack-up Rigs segment provides drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relate to jack-up rigs for operations in harsh and benign environment in shallow waters. The Other segment offers management services to third parties and related parties. The company operates a fleet of 35 drilling units, including 7 drill ships, 12 semi-submersible rigs, and 16 jack-up rigs. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was founded in 2005 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.seadrill.com,1,Par-la-Ville Place,441 295 3494,Oil & Gas Drilling,3.73,3.614,6.2148104,,0,,3.908,,430477,,3.73,3.8638823,,3.614,,430477,,,,,,2.927784,,,3.6,4,NOK,,351771,,,,375895680,,,1295201,0.3329457,3.6,3.836,,,351771,33.84,,,,2.95,3.778,False,,,3.908,OSL,SEADRILL LTD,Seadrill Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SDRL.OL,finmb_22532593,no_market,,5.665,,-2.2037199,30.458,-0.8512759,,,,100330000,,,-0.528,,,,1577750400,0.37392,-2488000000,-24.88,,,,0.27479,1640908800,1585612800,,,76096206,6396230656,,,,,,,,,,,,,,https://logo.clearbit.com/seadrill.com,4538,4th Floor 14 Par-la-Ville Road,,,,f34cf53e-3abd-370d-b16d-49b3354d00b7,
SCHA,0105,Communication Services,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1,Akersgata 55,47 23 10 66 01,Publishing,351.5,345.1,250.07246,0.0056899004,0,,356.7,,113317,,351.5,301.10284,2,345.1,,113317,,,,,1588809600,0.845528,,,345.1,2,NOK,132.06079,105337,,,,79520456704,,,204886,4.149471,345.1,355.3,,121500,105337,358.6,41.62383,,,170,354.9,False,,7700,356.7,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,True,7200000,EQUITY,SCHA.OL,finmb_878146,no_market,,4.902,,0.03313,35.76,0.3602941,,8.56,,104460000,,,45.603,,,,1577750400,0.52269,635000000,2.698,,,7.813082,0.30409,1640908800,1593475200,,,166450463,93941415936,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,5006,Sentrum PO Box 490,,,,a21658e3-6dae-3714-b154-d6774d6e582d,
RIVER-ME,,,,,,,,,1,,,,6.75,6.85,9.780365,,0,,6.85,,280,,6.75,6.4632354,,6.85,,280,,,,,,0.302756,,,6.85,2,NOK,,70,,,,130264392,,,4253,,6.85,6.85,,,70,24,,,,3.02,5.6,False,,,6.85,OSL,RIVER IGAMING PLC,River iGaming p.l.c.,Europe/Oslo,CEST,False,7200000,EQUITY,RIVER-ME.OL,finmb_557007132,no_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'elapsedTime': 108, 'status': 404, 'statusCode': 404, 'statusText': 'Not Found', 'requestUri': 'http://iquery.finance.yahoo.com:4080/v10/finance/quoteSummary/RIVER-ME.OL?formatted=true&crumb=qCvS2kapVIk&lang=en-US&region=US&modules=summaryProfile%2CfinancialData%2CrecommendationTrend%2CupgradeDowngradeHistory%2Cearnings%2CdefaultKeyStatistics%2CcalendarEvents%2CesgScores%2Cdetails&ssl=true', 'headers': {'referrer-policy': 'no-referrer-when-downgrade', 'x-xss-protection': '1; mode=block', 'server': 'ATS', 'content-encoding': 'gzip', 'x-frame-options': 'SAMEORIGIN', 'via': 'http/1.1 media-router-omega54.prod.media.ne1.yahoo.com (ApacheTrafficServer [cMsSfW]), http/1.1 media-router-api7022.prod.media.ir2.yahoo.com (ApacheTrafficServer [cMsSf ])', 'content-type': 'application/json;charset=utf-8', 'date': 'Tue, 18 Aug 2020 06:39:55 GMT', 'cache-control': 'max-age=0, private', 'vary': 'Origin', 'x-content-type-options': 'nosniff', 'expires': '-1', 'content-length': '130', 'x-yahoo-request-id': '91uq89lfjmttq', 'connection': 'keep-alive', 'age': '0'}, 'responseText': '{""quoteSummary"":{""result"":null,""error"":{""code"":""Not Found"",""description"":""Quote not found for ticker symbol: RIVER-ME.OL""}}}', 'responseXML': None}"
SIKRI-ME,1366,Technology,"Sikri Holding AS provides case processing, and document management and archiving solutions to the public sector in Norway. Its products include Elements Sak-Arkiv, a case archive system for the management of public services; Elements eByggesak, a case management tool specially adapted for construction case processing; and Elements RiskManager, an electronic quality system that supports the business with quality and management processes, non-conformance management, notifications, and risk assessments for both the public and private sectors. The company's products also comprise Elements Cloud that supports external login, as well as integrates login solutions in the market, such as ADFS and SAML-based identity solutions; and Elements Lekdommer, a web-based solution for municipalities in connection with the election, updating, and exemption treatment of co-judges in the district court and co-judges and storage members in the storage court. In addition, it offers courses and training, consulting, and support, as well as provides personal counseling of key resources. The company was founded in 2000 and is based in Lysaker, Norway.",Lysaker,47 90 53 00 49,Norway,[],http://www.sikri.no,1,Vollsveien 4A,,Information Technology Services,122,125,103.35762,,,,125,,3322,,122,103.35762,,125,,3322,,,,,,,,,111,2,NOK,,1995,,,,1798462976,,,11583,,111,122,,,1995,135,,,,87,120,False,,,125,OSL,SIKRI HOLDING AS,Sikri Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,SIKRI-ME.OL,finmb_665908878,no_market,,,,0,,Infinity,,,,14741500,,,4.162,,,,,,,,,,29.31283,,,1585612800,,,,1832998144,,,,,,979252,,,,,,,,https://logo.clearbit.com/sikri.no,101,,,,,b6cf3402-2981-3a2a-bc32-abacced18a98,
SIOFF,4610,Energy,"Siem Offshore Inc., together with its subsidiaries, owns and operates offshore support vessels for the offshore energy service industry. It operates platform supply vessels (PSVs); offshore subsea construction vessels (OSCVs); anchor-handling tug supply vessels (AHTS vessels); other vessels, including fast crew, fast supply, and oil spill recovery vessels; and scientific core-drilling and others. As of March 31, 2020, it had a fleet of 33 vessels, which included seven PSVs, four OSCVs, ten AHTS vessels, two well-intervention vessels, one scientific core-drilling vessel, five Brazilian flagged vessels, and three Canadian flagged vessels comprising AHTS vessels and PSVs. It operates in Norway, North Sea, the Arctic Ocean, Northern Pacific Ocean, West Africa, Australia, South East Asia, Canada, and Brazil. The company was founded in 2005 and is headquartered in Kristiansand, Norway. Siem Offshore Inc. is a subsidiary of Siem Europe S.a r.l.",Kristiansand,47 38 60 04 00,Norway,[],http://www.siemoffshore.com,1,Nodeviga 14,47 37 40 62 86,Oil & Gas Midstream,1.07,0.9,0.9561314,,0,,1.19,,54885,,1.07,0.9861765,,0.9,,54885,,,,,1399334400,0.714285,,,0.9,4,NOK,,28542,,,,934739008,,,94287,3.3872633,0.9,0.985,,137000,28542,2,-50,,,0.6,0.94,False,,132200,1.19,OSL,SIEM OFFSHORE INC,Siem Offshore Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,SIOFF.OL,finmb_23954324,no_market,,6.906,,-0.31768,20.917,-0.18939394,,-0.02,,934739008,,,0.335,,,,1577750400,0.00196,-92925000,-0.093,,,2.9850745,0.97419,1640908800,1585612800,,,30500526,1905855744,,,,,,,,,,,,,,https://logo.clearbit.com/siemoffshore.com,1102,,,,,a3c28fbe-b1c0-3929-ae8a-638a1b89f2da,
SOGN,6885,Financial Services,"Sogn Sparebank provides banking products and services in Norway. The company offers saving accounts; saving products comprising bank, fund, and retirement savings; and deposit pension products. It also provides loan products for cars and other vehicles, as well as other small loans; and insource products comprising children, auto, death, health, building, holiday home, income, critical health, disability, UNG, and other insurance. In addition, the company offers bell payment products; bank cards; and mobile and online banking services. The company was founded in 1971 and is based in Ãrdalstangen, Norway.",Ãrdalstangen,47 57 64 85 10,Norway,[],http://sognbank.no,1,Evensensveg 8,,Banks—Regional,100,99,99.98175,0.03,0,,100,,206,,100,100.882355,3,99,,206,,,,3,1586995200,0.027874,,,98,2,NOK,21.881838,85,,,,63250000,,,138,0.46226934,98,103,,0,85,110,,,,90.5,100,False,0.03,0,100,OSL,SOGN SPAREBANK,Sogn Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SOGN.OL,finmb_9192756,no_market,,-2.852,,0.16574,,0.020408154,,,,632500,,,1454.886,,,,1577750400,0.07202,2829000,4.57,,,0.06873391,0.45014998,1640908800,1585612800,,,368366,-390270016,,,,,,,,,,,,,,https://logo.clearbit.com/sognbank.no,,,,,,d0fe10f0-a92f-30e2-859a-ac83025e9a89,
SHLF,,Energy,"Shelf Drilling, Ltd., through its subsidiaries, operates as a shallow water offshore drilling contractor in the Middle East, North Africa, the Mediterranean, South East Asia, India, and West Africa. It provides equipment and services for the drilling, completion, and well maintenance of shallow water offshore oil and natural gas wells. The company serves government owned or controlled energy companies, and integrated oil companies or independent exploration and production companies. As of December 31, 2019, it owned 32 independent-leg cantilever jack-up rigs. The company was founded in 2012 and is headquartered in Dubai, the United Arab Emirates.",Dubai,971 4 567 3400,United Arab Emirates,[],http://www.shelfdrilling.com,1,One JLT,971 4 567 3401,Oil & Gas Drilling,3.15,3.3,6.988978,,0,,3.3,,920164,,3.15,3.2191176,,3.3,,920164,,,,,,1.391208,,,3.1,4,NOK,,140500,,,,424887840,,,1095514,0.67633176,3.1,3.15,,0,140500,26,-6.7826085,,,2.74,3.12,False,,0,3.3,OSL,SHELF DRILLING LTD,"Shelf Drilling, Ltd.",Europe/Oslo,CEST,False,7200000,EQUITY,SHLF.OL,finmb_264429554,no_market,,2.259,,-0.45057,9.673,-0.803125,,-0.46,,136182000,,,2.823,,,,1577750400,0.61056,-283057984,-2.067,,,1.1052072,0.19802,1640908800,1593475200,,,79371058,1419279872,,,,,,,,,,,,,,https://logo.clearbit.com/shelfdrilling.com,2160,Floor 12 Jumeirah Lakes Towers PO Box 212201,,,,251b3927-5ac6-3469-b7d9-67c98b0169c8,
SOFTOX-ME,0275,Healthcare,"SoftOx Solutions AS, together with its subsidiaries, operates as a medtech company in Norway. Its SoftOx technology kills the microorganisms in biofilms by acting on various microbial components. The company engages in the development of SoftOx Wound Irrigation Solution that is under preclinical studies for the prevention and treatment of infections on breached or compromised skin, including acute wounds and skin lesions in patients with eczema; and SoftOx Biofilm Eradicator, which is in preclinical studies to treat biofilm infections in non-healing chronic wounds. The company was founded in 2012 and is headquartered in Oslo, Norway.",Oslo,47 97 75 90 71,Norway,[],http://www.soft-ox.com,1,Hoffsveien 1A,,Biotechnology,56,55,67.29781,,0,,56,,49193,,56,59.35294,,55,,49193,,,,,,-6.219522,,,53.5,2,NOK,,6865,,,,422429504,,,74337,104.35432,53.5,55,,,6865,116,,,,18,53.5,False,,,56,OSL,SOFTOX SOLUTIONS,SoftOx Solutions AS,Europe/Oslo,CEST,False,7200000,EQUITY,SOFTOX-ME.OL,finmb_545902392,no_market,,91.097,,0,-15.935,,,,,7751000,,,10.206,,,,1577750400,,-19330244,-2.494,,,5.339996,,1640908800,1585612800,,,5103956,368765504,,1530489600,50:1,,,,,,,,,,,https://logo.clearbit.com/soft-ox.com,12,,,,,101cdf12-74dc-3bc7-9b72-4c9802a2c1d8,
SNOR,6509,Financial Services,"Sparebank 1 Nordvest provides various banking services in Norway. The company offers savings and deposit accounts; car, motorcycle, boat, and construction loans; and mortgages. It also provides business insurance products, which include liability, auto, mortgage, operating loss, asset, commercial, and project insurance products; personal insurance products, such as life, travel, and accidental insurance products; pension products; bank cards; payment and debt collection services; and mobile and online banking services. In addition, the company offers bank guarantees, trade credit products, and operating credit products for agriculture, as well as factoring, leasing, and repayment products and services. The company was founded in 1835 and is based in Kristiansund, Norway. Sparebank 1 Nordvest is a subsidiary of SpareBank 1 Gruppen AS.",Kristiansund,47 91 50 39 00,Norway,[],http://www.sparebank1.no/nb/nordvest,1,Langveien 21,47 71 58 01 50,Banks—Regional,109,108,110.5073,0.059633028,0.6379,,109,,249,,109,109.79412,6.5,108,,249,,,,6.5,1585785600,0.111436,,,108,2,NOK,12.469969,435,,,,244442304,,,500,0.6028914,108,111,,0,435,128,9.511344,,,95,109,False,0.0591,0,109,OSL,SPAREBK 1 NORDVEST,Sparebank 1 Nordvest,Europe/Oslo,CEST,False,7200000,EQUITY,SNOR.OL,finmb_49703696,no_market,,8.899,,0.28702,,0.01869154,,11.46,,2242590,,,980.293,,,,1577750400,0.05173,18547000,8.741,,,0.11119124,0.50136,1640908800,1585612800,,,1236695,3608172032,,,,,,-0.824,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,,395299a7-1e64-35a5-817a-5edb041835b0,
SBVG,3125,Financial Services,"SpareBank 1 BV provides various banking products and services in Norway. The company offers share and housing savings accounts; mortgages and loans; car, auto, and housing insurance products; and mobile and electronic banking, payment, billing, and financing services. It also provides pension plans. The company was founded in 1859 and is based in TÃ¸nsberg, Norway.",TÃ¸nsberg,,Norway,[],http://www.sparebank1.no/nb/bv,1,Anton Jenssens gate 2,,Banks—Regional,37.1,37.4,36.19708,0.07951483,0.6111,,37.5,,19310,,37.1,35.955883,2.95,37.4,,19310,,,,2.42,1585699200,,,,37.2,2,NOK,7.701864,5867,,,,2347320064,,,13908,1.9770718,37.2,37.4,,100000,5867,44.5,9.029127,,6.51,28,37.2,False,0.0652,380000,37.5,OSL,SPAREBANK 1 BV,SpareBank 1 BV,Europe/Oslo,CEST,False,7200000,EQUITY,SBVG.OL,finmb_11323750,no_market,,9.115,,0.39726,,,,4.12,,63100000,,,82.28,,,,1577750400,0.06849,233647008,4.83,,,0.45211476,0.51590997,1640908800,1593475200,,,56475711,10821912576,,1320624000,6:5,,,0.109,,,,,,,,https://logo.clearbit.com/sparebank1.no,337,,,,,b4cb79f8-d921-3b5d-bc78-0f74db46072f,
SOAG,1526,Financial Services,"SpareBank 1 Ãstfold Akershus, a savings bank, provides various banking products and services in Ãstfold and the southern part of Akershus. It offers savings, deposit, operating, tax deduction, and currency accounts; bank cards; repayment, construction, boat, motorcycle, and car loans; trade and operating credit products; factoring services; leasing products; bank guarantees; operating credit for agriculture; savings and investment products; and mortgage products. The company also provides insurance products, such as business, commercial, project, liability, asset, car, boat, personal, treatment, accident, occupational injuries, disability, house and condominium, travel, life, and other insurance, as well as pension products. In addition, it offers debt collection and accounting services; futures and currency options; and mobile and online banking services. SpareBank 1 Ãstfold Akershus was founded in 1835 and is headquartered in Moss, Norway.",Moss,47 91 50 57 00,Norway,[],http://www.sparebank1.no/nb/ostfold-akershus/privat.html,1,Varnaveien 43E,,Banks—Regional,234,234,226.38686,0.06153846,5.4175,,240,,167,,234,229.88235,14.4,234,,167,,,,12,1585872000,0.091753,,,234,2,NOK,9.572432,704,,,,2973144064,,,440,3.851128,234,240,,90100,704,270,9.995835,,4.37,185,234,False,0.0513,40000,240,OSL,SPAREBANK 1 OSTFOL,SpareBank 1 Østfold Akershus,Europe/Oslo,CEST,False,7200000,EQUITY,SOAG.OL,finmb_12505834,no_market,,7.936,,0.42986,,0.044642806,,24.01,,12388100,,,291.183,,,,1577750400,0.09793,310620992,25.072,,,0.8242239,0.80093,1640908800,1585612800,,,3699223,6126979584,,,,,,-0.525,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,,a7cf2ced-7d76-33c6-8a53-9928120ada46,
SBTE,3921,Financial Services,"SpareBank 1 Telemark provides banking products and services to private and business customers in Norway. It offers deposit and currency accounts; and car and construction loans, trade credit, mortgage, and operating credit for agriculture. The company also provides factoring, leasing, and bank guarantee services; and liability, asset, property, personal, commercial, project, and car insurance products. In addition, it offers online and mobile banking, billing, cards, and collection services; and advice relating to buying and selling properties. SpareBank 1 Telemark was founded in 1844 and is based in Porsgrunn, Norway.",Porsgrunn,47 915 02 610,Norway,[],http://www.sparebank1.no/nb/telemark/privat.html,1,Storgata 117,47 355 69 601,Banks—Regional,129,129,125.43066,0.060465116,0.4309,,129,,960,,129,127.64706,7.8,129,,960,,,,5.8,1585267200,,,,128,2,NOK,9.596786,7277,,,,1372443904,,,1348,1.9452887,128,128,,0,7277,143,,,,109,127,False,0.045300003,0,129,OSL,SPAREBANK 1 TELEMK,SpareBank 1 Telemark,Europe/Oslo,CEST,False,7200000,EQUITY,SBTE.OL,finmb_33838065,no_market,,11.404,,0.42736998,,0.07500005,,,,10898600,,,320.224,,,,1577750400,0.09318,146496000,13.442,,,0.402843,0.64611,1640908800,1593475200,,,10174852,8045923328,,,,,,-0.007,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,,2c4ec891-6da1-3876-8384-b8cff884b924,
SOR,4662,Financial Services,"Sparebanken SÃ¸r operates as an independent savings bank in Norway. The company operates through two segments, Retail Market and Corporate Market. It is involved in banking, securities trading, and real estate brokerage activities in Agder, Rogaland, Vestfold, and Telemark. The company also provides mortgaging, car financing, leasing, and property management services; and sells life and general insurance, pension, and group life insurance products to retail and corporate customers. It conducts banking operations in 34 locations and real estate brokerage business in 17 locations. The company was founded in 1824 and is headquartered in Kristiansand, Norway. Sparebanken SÃ¸r is a subsidiary of Sparebankstiftelsen Sparebanken SÃ¸r.",Kristiansand,47 38 10 92 00,Norway,[],http://www.sor.no,1,RÃ¥dhusgata 9,47 85 03 86 65,Banks—Regional,100.5,100,97.981026,0.05970149,0,,101.5,,10535,,100.5,98.90588,6,100,,10535,,,,,1585267200,0.222415,,,100,2,NOK,9.34493,2327,,,,1582053888,,,3429,0.67812,100,101,,63500,2327,123,9.637405,,,80,100.5,False,,98600,101.5,OSL,SPAREBANKEN SOR,Sparebanken Sør,Europe/Oslo,CEST,False,7200000,EQUITY,SOR.OL,finmb_5719538,no_market,,26.16,,0.45221,,0.057894707,,10.48,,15663900,,,843.593,,,,1577750400,0.10958,175000000,10.808,,,0.11972598,0.64037,1640908800,1585612800,,,6022160,61030227968,,,,,,-0.299,,,,,,,,https://logo.clearbit.com/sor.no,434,,,,,f0a4015a-e222-3f67-9088-d83be6bd369a,
MING,,Financial Services,"SpareBank 1 SMN, together with its subsidiaries, provides various financial and banking products and services to personal and corporate customers in Norway and internationally. The company provides advisory services; and a range of products in the fields of financing, savings and investment, insurance, and payment services. It also offers investment and operations financing, domestic and foreign money transfers, fixed income and currency hedging, investment of surplus liquidity, structured products, and insurance of individuals and buildings/operating equipment; factoring and accountancy services; leasing services and loans; and mobile and online banking services. In addition, the company provides real estate and asset management services; and credit and debit cards, as well as stock trading services. SpareBank 1 SMN was founded in 1823 and is headquartered in Trondheim, Norway.",Trondheim,47 91 50 73 00,Norway,[],http://www.sparebank1.no/nb/smn,1,no. 4 SÃ¸ndre gate,,Banks—Regional,89.2,91,80.07153,0.056053814,0.5927,,91,,251497,,89.2,80.45294,5,91,,251497,,,,5,1585267200,0.865853,,,87.7,2,NOK,10.399621,40684,,,,11382319104,,,205817,2.2348948,87.7,88.2,,130100,40684,106,9.069286,,4.72,58.2,87.8,False,0.0561,113200,91,OSL,SPAREBANK 1 SMN,SpareBank 1 SMN,Europe/Oslo,CEST,False,7200000,EQUITY,MING.OL,finmb_881999,no_market,,5.382,,0.34636003,,-0.081359446,,9.67,,129787000,,,151.147,,,,1577750400,0.40594003,1091000064,8.433,,,0.5802298,0.05777,1640908800,1593475200,,,124166670,27411679232,,1238112000,6:5,,,0.023,,,,,,,,https://logo.clearbit.com/sparebank1.no,1515,,,,,7be6b8a4-5b90-3fbc-9371-245907c7b391,
RING,3510,Financial Services,"SpareBank 1 Ringerike Hadeland provides various banking products and services to retail and corporate customers in Norway. The company offers saving, deposit, and currency accounts; vehicle, house and travel, and pet insurance products, as well as life, children, disability, critical illness, accident, health, and business and personal products; mobile and online banking services; and debit and credit cards. It also provides mortgages; car, boat, and other vehicles; consumer and other loans; and bank guarantees, construction loans, trade credit, and operating credit for agriculture, as well as factoring, leasing, and repayment services. In addition, the company offers services for buying and selling of property; accounting, financing, payment and collection, and placement services; pension products; and savings and investment products. The company was founded in 1833 and is based in HÃ¸nefoss, Norway.",HÃ¸nefoss,47 91 50 21 30,Norway,[],http://www.sparebank1.no/ringerike-hadeland,1,SÃ¸ndre Torv 6,47 32 11 33 01,Banks—Regional,226,226,219.61314,0.05884956,0.65739995,,228,,1229,,226,225.76471,13.3,226,,1229,,,,13.3,1584662400,0.33914,,,226,2,NOK,11.454057,10845,,,,3536990464,,,752,4.6130004,226,228,,30000,10845,240,10.640302,,5.24,185,224,False,0.0588,27700,228,OSL,SPAREBK RING HADEL,SpareBank 1 Ringerike Hadeland,Europe/Oslo,CEST,False,7200000,EQUITY,RING.OL,finmb_9220341,no_market,,8.912,,0.4139,,0.10784316,,21.24,,15650400,,,238.971,,,,1577750400,0.049590003,308913984,19.731,,,0.94572145,0.73478997,1640908800,1593475200,,,4304487,6832991744,,,,,,-0.082,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,,224474a1-3bbb-3a9b-bc52-ac97ff01b43b,
SKUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NONG,9008,Financial Services,"SpareBank 1 Nord-Norge provides financial products and services to personal customers, companies, and organizations in Northern Norway. The company offers various savings, lending, and insurance products, as well as payment services. Its activities also include hedging instruments and trading in interest rate and currency instruments; hedging instruments in the commodity derivatives market; sale of Norwegian bonds and certificates, as well as bond market issues; purchase and sale of equities and fund units; and provision of corporate finance, as well as trading and investment advice services. In addition, the company is involved in leasing, consumer financing, real estate brokerage, and accounting operations. It operates through a network of 38 offices across 36 municipalities in Nordland, Troms, Finnmark, and Svalbard. The company was founded in 1836 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 91 50 22 44,Norway,[],http://www.sparebank1.no/nb/nord-norge,1,SjÃ¸gata 8,,Banks—Regional,68.5,68,63.604015,0.05839416,0.2712,,68.5,,181551,,68.5,64.0147,4,68,,181551,,,,4,1585267200,0.702671,,,67.3,2,NOK,9.916263,110732,,,,6776864768,,,154449,1.9036137,67.3,67.4,,86400,110732,81,9.83965,,5.62,46.35,67.3,False,0.0584,141000,68.5,OSL,SPAREBK 1 NORD-NOR,SpareBank 1 Nord-Norge,Europe/Oslo,CEST,False,7200000,EQUITY,NONG.OL,finmb_4509224,no_market,,8.923,,0.42388,,0.0223881,,6.86,,100398000,,,141.245,,,,1577750400,0.25226,689000000,6.807,,,0.47789302,0.09822,1640908800,1593475200,,,95209320,31765999616,,1301529600,4:3,,,-0.123,,,,,,,,https://logo.clearbit.com/sparebank1.no,911,,,,,0eaa2134-341b-36b7-a162-fec9e91edee8,
SOLON,0161,Real Estate,"Solon Eiendom ASA acquires, develops, and sells residential real estate properties in Norway. The company was formerly known as Bionor Pharma ASA and changed its name to Solon Eiendom ASA. The company was founded in 2006 and is headquartered in Oslo, Norway.",Oslo,47 22 29 66 90,Norway,[],http://www.soloneiendom.no,1,Olav Vs gate 5,,Real Estate—Development,30.2,30.2,30.345255,0.06622516,1.6694,,30.2,,10018,,30.2,30.008823,2,30.2,,10018,,,,,1557273600,0.486826,,,30.2,2,NOK,28.598486,1005,,,,2215562752,,,27589,1.618365,30.2,30.4,,0,1005,40.6,10.824373,,,24,30.2,False,,0,30.2,OSL,SOLON EIENDOM ASA,Solon Eiendom ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SOLON.OL,finmb_410651936,no_market,,3.673,,0.05347,20.511,-0.12463766,,2.79,,73363000,,,16.987,,,,1577750400,0.14716,73203000,1.056,,,1.7778302,0.64419997,1640908800,1585612800,,,20598582,5028563456,,1490572800,1:200,,,,,,,,,,,https://logo.clearbit.com/soloneiendom.no,,,,,,abcae3f7-7509-3e50-8a01-ad5b236172c9,
