ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,fax,trailingPE,state,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
RING,SpareBank 1 Ringerike Hadeland,Equity certificates,234.0,228.0,234.0,2,,3662.19,,0.0263,0.0263,0.08990000000000001,0.2051,3510,Financial Services,"SpareBank 1 Ringerike Hadeland provides various banking products and services to retail and corporate customers in Norway. The company offers saving, deposit, and currency accounts; vehicle, house and travel, and pet insurance products, as well as life, children, disability, critical illness, accident, health, and business and personal products; mobile and online banking services; and debit and credit cards. It also provides mortgages; car, boat, and other vehicles; consumer and other loans; and bank guarantees, construction loans, trade credit, and operating credit for agriculture, as well as factoring, leasing, and repayment services. In addition, the company offers services for buying and selling of property; accounting, financing, payment and collection, and placement services; pension products; and savings and investment products. The company was founded in 1833 and is based in HÃ¸nefoss, Norway.",HÃ¸nefoss,47 91 50 21 30,Norway,[],http://www.sparebank1.no/ringerike-hadeland,1.0,SÃ¸ndre Torv 6,Banks—Regional,,226.0,234.0,218.73914,0.05884956,0.67440003,,234.0,,730.0,,226.0,227.08571,13.3,234.0,,730.0,,,,13.3,1584662400.0,0.328201,,,234.0,2.0,NOK,303.0,,,,3662193664.0,,,461.0,4.7762923,234.0,234.0,,30000.0,303.0,240.0,11.01695,,5.26,185.0,228.0,False,0.0588,27700.0,234.0,OSL,SPAREBK RING HADEL,SpareBank 1 Ringerike Hadeland,Europe/Oslo,CEST,False,7200000.0,EQUITY,RING.OL,finmb_9220341,no_market,,8.912,,0.4139,,,,21.24,,15650400.0,,,238.97099999999998,,,,1577750400.0,0.049590003,308913984.0,19.730999999999998,,,0.97919834,0.73478997,1640908800.0,1593475200.0,,,15414866.0,6832991744.0,,,,,,,-0.08199999999999999,,,,,,,,https://logo.clearbit.com/sparebank1.no,220.0,47 32 11 33 01,11.859509,,,,,224474a1-3bbb-3a9b-bc52-ac97ff01b43b
MING,SpareBank 1 SMN,Equity certificates,87.9,87.8,88.0,167,,11412.56,0.008,0.0655,0.005699999999999999,-0.0543,-0.0221,,Financial Services,"SpareBank 1 SMN, together with its subsidiaries, provides various financial and banking products and services to personal and corporate customers in Norway and internationally. The company provides advisory services; and a range of products in the fields of financing, savings and investment, insurance, and payment services. It also offers investment and operations financing, domestic and foreign money transfers, fixed income and currency hedging, investment of surplus liquidity, structured products, and insurance of individuals and buildings/operating equipment; factoring and accountancy services; leasing services and loans; and mobile and online banking services. In addition, the company provides real estate and asset management services; and credit and debit cards, as well as stock trading services. SpareBank 1 SMN was founded in 1823 and is headquartered in Trondheim, Norway.",Trondheim,47 91 50 73 00,Norway,[],http://www.sparebank1.no/nb/smn,1.0,no. 4 SÃ¸ndre gate,Banks—Regional,,87.2,87.3,78.49203,0.057339452,0.5927,,88.0,,153195.0,,87.2,85.7,5.0,87.3,,153195.0,,,,5.0,1585267200.0,0.8786940000000001,,,86.8,2.0,NOK,191447.0,,,,11412584448.0,,,127888.0,2.2408373,86.8,88.0,,130100.0,191447.0,106.0,9.089969,,4.78,58.2,87.8,False,0.0573,113200.0,88.0,OSL,SPAREBANK 1 SMN,SpareBank 1 SMN,Europe/Oslo,CEST,False,7200000.0,EQUITY,MING.OL,finmb_881999,no_market,,5.37,,0.34636003,,,,9.67,,129836000.0,,,151.14700000000002,,,,1577750400.0,0.40594003,1091000064.0,8.433,,,0.58155304,0.05777,1640908800.0,1593475200.0,,,124142092.0,27346999296.0,,1238112000.0,6:5,,,,0.023,,,,,,,,https://logo.clearbit.com/sparebank1.no,1515.0,,10.423338000000001,,,,,7be6b8a4-5b90-3fbc-9371-245907c7b391
SRBANK,SpareBank 1 SR-Bank,Financials,83.75,83.7,83.8,350,,21417.35,0.0121,0.0991,0.0449,-0.1625,-0.1353,4068,Financial Services,"SpareBank 1 SR-Bank ASA, together with its subsidiaries, provides various financial products and services for personal and corporate customers in Southern and Western Norway. The company offers its products and services in the areas of savings, loans, advice, insurance, and pensions. It also provides foreign exchange, administrative securities, commercial properties brokerage, leasing, accounting, and securities trading services, as well as active management and securities management services. In addition, the company facilitates debt and equity funding; and sells real estate properties comprising holiday homes, new builds, and used homes. Further, it is involved in the customer trading of interest rate instruments; and purchasing of home mortgages and funds by issuing covered bonds. Additionally, the company offers credit and debit cards; structured products; and mobile and online banking services. The company also serves retail, small business, and agricultural customers, as well as public sector. As of December 31, 2018, it had 36 branches in Rogaland, Vest-Agder, Aust-Agder, and Hordaland. SpareBank 1 SR-Bank ASA was founded in 1839 and is headquartered in Stavanger, Norway.",Stavanger,47 91 50 20 02,Norway,[],http://www.sparebank1.no/nb/sr-bank,1.0,Christen Tranes Gate 35,Banks—Regional,Postboks 250,82.75,83.05,71.04239,0.06646526,0.0,,83.9,,208933.0,,82.75,78.68,5.5,83.05,,208933.0,,,,,1587686400.0,0.916256,,,82.55,2.0,NOK,199260.0,,,,21417388032.0,,,223465.0,4.9201445999999995,82.55,83.8,,130700.0,199260.0,105.3,8.8530655,,,48.38,83.7,False,,409700.0,83.9,OSL,SPAREBANK 1 SR BK,SpareBank 1 SR-Bank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,SRBANK.OL,finmb_883781,no_market,,34.367,,0.35722,,,,9.46,,255730000.0,,,98.551,,,,1577750400.0,0.37039003,1480000000.0,6.156000000000001,,,0.84981376,0.32250999999999996,1640908800.0,1593475200.0,,,166982393.0,149598093312.0,,1193616000.0,2:1,,,,-0.716,,,,,,,,https://logo.clearbit.com/sparebank1.no,1255.0,,13.604613,,,,,8ee5ca3d-26b8-36c3-9e7f-fabac7a9dd9b
SOAG,SpareBank 1 Østfold Akershus,Equity certificates,244.0,238.0,244.0,2,LP,3022.1,,-0.024,0.0427,0.0765,0.1534,1526,Financial Services,"SpareBank 1 Ãstfold Akershus, a savings bank, provides various banking products and services in Ãstfold and the southern part of Akershus. It offers savings, deposit, operating, tax deduction, and currency accounts; bank cards; repayment, construction, boat, motorcycle, and car loans; trade and operating credit products; factoring services; leasing products; bank guarantees; operating credit for agriculture; savings and investment products; and mortgage products. The company also provides insurance products, such as business, commercial, project, liability, asset, car, boat, personal, treatment, accident, occupational injuries, disability, house and condominium, travel, life, and other insurance, as well as pension products. In addition, it offers debt collection and accounting services; futures and currency options; and mobile and online banking services. SpareBank 1 Ãstfold Akershus was founded in 1835 and is headquartered in Moss, Norway.",Moss,47 91 50 57 00,Norway,[],http://www.sparebank1.no/nb/ostfold-akershus/privat.html,1.0,Varnaveien 43E,Banks—Regional,,244.0,244.0,226.69565,0.05901639,0.4728,,244.0,,194.0,,244.0,242.0,14.4,244.0,,194.0,,,,12.0,1585872000.0,0.085591,,,244.0,2.0,NOK,160.0,,,,3022110720.0,,,278.0,3.8934894,244.0,244.0,,90100.0,160.0,270.0,10.162433,,4.43,185.0,238.0,False,0.049200002,40000.0,244.0,OSL,SPAREBANK 1 OSTFOL,SpareBank 1 Østfold Akershus,Europe/Oslo,CEST,False,7200000.0,EQUITY,SOAG.OL,finmb_12505834,no_market,,5.178,,0.43293000000000004,,,,24.01,,12385700.0,,,286.41200000000003,,,,1577750400.0,0.09792999999999999,314535008.0,25.381999999999998,,,0.85191965,0.80093,1640908800.0,1593475200.0,,,12356293.0,4019063808.0,,,,,,,0.040999999999999995,,,,,,,,https://logo.clearbit.com/sparebank1.no,213.0,,9.6131115,,,,,a7cf2ced-7d76-33c6-8a53-9928120ada46
SPOL,SpareBank 1 Østlandet,Equity certificates,87.9,87.5,87.9,47,LP,10181.44,-0.009000000000000001,0.005699999999999999,-0.015700000000000002,0.011200000000000002,0.1393,2302,Financial Services,"SpareBank 1 Ãstlandet provides various financial products and services to individuals, businesses, public sectors, clubs, and societies. It offers retail and corporate banking services, deposits, loans, savings, advisory, insurance, money-transfer, investment, and pension products and services. The company also provides payment, real estate brokerage and rental, management, accounting and payroll, leasing, financing, HR and consulting, and online and mobile banking services. It has 37 branches, including 21 in Hedmark, 2 in Oppland, 5 in Oslo, and 9 in Akershus. The company was founded in 1845 and is headquartered in Hamar, Norway. SpareBank 1 Ãstlandet is a subsidiary of Sparebankstiftelsen Hedmark.",Hamar,47 91 50 70 50,Norway,[],http://www.sparebank1.no/en/ostlandet/personal.html,1.0,Strandgata 15,Banks—Regional,,88.7,89.1,86.05073,0.06448703,0.5395,,89.1,,17105.0,,88.7,87.75143,5.72,89.1,,17105.0,,,,4.58,1585267200.0,0.80765,,,86.9,2.0,NOK,22259.0,,,,10181456896.0,,,19365.0,2.8289682999999997,86.9,87.9,,0.0,22259.0,101.6,9.898648,,,70.1,87.5,False,0.051599998,0.0,89.1,OSL,SPAREBANK 1 OSTLAN,SpareBank 1 Østlandet,Europe/Oslo,CEST,False,7200000.0,EQUITY,SPOL.OL,finmb_12505908,no_market,,14.132,,0.38926998,,,,8.88,,115830000.0,,,139.282,,,,1577750400.0,0.14662999999999998,973000000.0,8.398,,,0.6310938,0.66322,1640908800.0,1593475200.0,,,114029794.0,50861101056.0,,,,,,,-0.07,,,,,,,,https://logo.clearbit.com/sparebank1.no,1139.0,,10.466778999999999,,,,,570d1e40-e6eb-36fd-94ed-02edf23d7a9a
MORG,Sparebanken Møre,Equity certificates,295.0,294.0,295.0,14,LP,2910.13,-0.0067,0.0068000000000000005,-0.0034,-0.0195,0.0027,6001,Financial Services,"Sparebanken MÃ¸re, together with its subsidiaries, provides banking services for retail and corporate customers primarily in MÃ¸re og Romsdal, Norway. It operates through Corporate, Retail, and Real Estate Brokerage segments. The company offers services in the areas of deposits and other forms of investments, asset management, financing, financial advisory, money transfer, currency and interest rate trading, insurance, real estate brokerage, and real estate management, as well as provide foreign exchange services. As of December 31, 2019, it operated a network of 28 branches located in 16 municipalities of SunnmÃ¸re, 6 municipalities of Romsdal, and 2 municipalities of NordmÃ¸re. The company was founded in 1843 and is headquartered in Ãlesund, Norway.",Ãlesund,47 70 11 30 00,Norway,[],http://www.sbm.no,1.0,Keiser Wilhelmsgt. 29/33,Banks—Regional,PO Box 121 Sentrum,297.0,295.0,287.4203,0.047138045999999996,0.213,,295.0,,2513.0,,297.0,297.25714,14.0,295.0,,2513.0,,,,14.0,1587081600.0,0.33128,,,295.0,2.0,NOK,1836.0,,,,2910127872.0,,,1513.0,1.9891508999999998,295.0,295.0,,17700.0,1836.0,359.0,9.522272000000001,,5.34,215.0,294.0,False,0.0471,25000.0,295.0,OSL,SPAREBANKEN MORE,Sparebanken Møre,Europe/Oslo,CEST,False,7200000.0,EQUITY,MORG.OL,finmb_884395,no_market,,22.884,,0.43403998,,,,30.98,,9864840.0,,,703.914,,,,1577750400.0,0.29602,299000000.0,30.405,,,0.4190853,0.29327,1640908800.0,1593475200.0,,,7237737.0,33479858176.0,,,,,,,-0.171,,,,,,,,https://logo.clearbit.com/sbm.no,360.0,,9.702352000000001,,,,,21add42f-7ed2-3b8e-827c-6d384a04851d
SOR,Sparebanken Sør,Equity certificates,105.5,104.5,105.5,33,LP,1647.87,0.0144,0.0243,0.0243,-0.0409,0.1105,4662,Financial Services,"Sparebanken SÃ¸r operates as an independent savings bank in Norway. The company operates through two segments, Retail Market and Corporate Market. It is involved in banking, securities trading, and real estate brokerage activities in Agder, Rogaland, Vestfold, and Telemark. The company also provides mortgaging, car financing, leasing, and property management services; and sells life and general insurance, pension, and group life insurance products to retail and corporate customers. It conducts banking operations in 34 locations and real estate brokerage business in 17 locations. The company was founded in 1824 and is headquartered in Kristiansand, Norway. Sparebanken SÃ¸r is a subsidiary of Sparebankstiftelsen Sparebanken SÃ¸r.",Kristiansand,47 38 10 92 00,Norway,[],http://www.sor.no,1.0,RÃ¥dhusgata 9,Banks—Regional,,104.0,104.0,95.62608,0.057692308,0.0,,105.5,,2963.0,,104.0,102.328575,6.0,104.0,,2963.0,,,,,1585267200.0,0.256157,,,104.0,2.0,NOK,6594.0,,,,1668672384.0,,,3984.0,0.70616686,104.0,105.5,,63500.0,6594.0,123.0,10.066794,,,80.0,104.5,False,,98600.0,105.5,OSL,SPAREBANKEN SOR,Sparebanken Sør,Europe/Oslo,CEST,False,7200000.0,EQUITY,SOR.OL,finmb_5719538,no_market,,25.951,,0.45578,,,,10.48,,15663900.0,,,860.128,,,,1577750400.0,0.10958,179000000.0,11.037,,,0.12265617,0.64037,1640908800.0,1593475200.0,,,6117240.0,61321052160.0,,,,,,,0.079,,,,,,,,https://logo.clearbit.com/sor.no,436.0,47 85 03 86 65,9.558757,,,,,f0a4015a-e222-3f67-9088-d83be6bd369a
SBTE,Sparebanken Telemark,Equity certificates,126.0,126.0,127.0,6,,1373.23,0.0,-0.0233,-0.0233,0.0217,0.1161,3921,Financial Services,"SpareBank 1 Telemark provides banking products and services to private and business customers in Norway. It offers deposit and currency accounts; and car and construction loans, trade credit, mortgage, and operating credit for agriculture. The company also provides factoring, leasing, and bank guarantee services; and liability, asset, property, personal, commercial, project, and car insurance products. In addition, it offers online and mobile banking, billing, cards, and collection services; and advice relating to buying and selling properties. SpareBank 1 Telemark was founded in 1844 and is based in Porsgrunn, Norway.",Porsgrunn,47 915 02 610,Norway,[],http://www.sparebank1.no/nb/telemark/privat.html,1.0,Storgata 117,Banks—Regional,,126.0,128.0,123.91666399999998,0.046031747000000005,0.4309,,128.0,,799.0,,126.0,126.85713999999999,5.8,128.0,,799.0,,,,5.8,1585267200.0,0.20775500000000002,,,126.0,2.0,NOK,704.0,,,,1373223552.0,,,1105.0,1.9291669999999999,126.0,127.0,,0.0,704.0,143.0,,,,109.0,126.0,False,0.047199998,0.0,128.0,OSL,SPAREBANK 1 TELEMK,SpareBank 1 Telemark,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBTE.OL,finmb_33838065,no_market,,11.423,,0.42246999999999996,,,,,,10898600.0,,,327.74800000000005,,,,1577750400.0,0.09318,146096000.0,13.453,,,0.38444173,0.6461100000000001,1640908800.0,1593475200.0,,,10855362.0,8131227136.0,,,,,,,-0.018000000000000002,,,,,,,,https://logo.clearbit.com/sparebank1.no,182.0,47 355 69 601,9.365941000000001,,,,,2c4ec891-6da1-3876-8384-b8cff884b924
SVEG,Sparebanken Vest,Equity certificates,64.9,64.7,65.0,47,LP,6963.45,-0.0122,0.0553,-0.0076,0.0789,0.2527,5011,Financial Services,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1.0,Jonsvollsgaten 2,Banks—Regional,,65.7,65.8,61.213043000000006,0.0368341,0.3735,,66.3,,55960.0,,65.7,65.377144,2.42,65.8,,55960.0,,,,2.42,1585094400.0,0.582512,,,64.9,2.0,NOK,14611.0,,,,6974175232.0,,,36215.0,1.8788188000000001,64.9,65.0,,100000.0,14611.0,73.8,10.28481,,5.76,42.1,64.7,False,0.0368,300000.0,66.3,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000.0,EQUITY,SVEG.OL,finmb_8081598,no_market,,30.53,,0.48788000000000004,,,,6.32,,107295000.0,,,161.512,,,,1577750400.0,0.31427,582000000.0,6.386,,,0.4024469,0.26554,1640908800.0,1593475200.0,,,78253263.0,113328627712.0,,1274313600.0,2:1,,,,-0.247,,,,,,,,https://logo.clearbit.com/spv.no,730.0,,10.178514999999999,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807
SPOG,Sparebanken Øst,Equity certificates,45.5,45.4,45.5,22,,943.27,0.0,0.0202,-0.036000000000000004,-0.1017,-0.064,3301,Financial Services,"Sparebanken Ãst operates as a savings bank in Eastern Norway. The company offers financial products, such as savings, credit, and payment products; mortgages on homes; and debenture financing for second-hand cars, as well as services in the areas of financing, savings and investment, and money-transfer. It also distributes insurance, fund shares, interest rate hedging, currency, and letters of credit, as well as operates, manages, leases, and sells real estate properties. The company was founded in 1843 and is headquartered in Drammen, Norway.",Drammen,47 33 51 38 55,Norway,[],http://www.oest.no,1.0,Bragernes Torg 2,Banks—Regional,PO Box 67 Hokksund,45.5,46.0,45.481884,0.07912087400000001,0.0,,46.0,,31586.0,,45.5,46.377144,3.6,46.0,,31586.0,,,,,1585267200.0,0.47906400000000005,,,45.3,2.0,NOK,11043.0,,,,943269632.0,,,11409.0,1.1028525,45.3,45.8,,200000.0,11043.0,57.0,8.992094999999999,,,36.3,45.4,False,,200000.0,46.0,OSL,SPAREBANKEN OST,Sparebanken Øst,Europe/Oslo,CEST,False,7200000.0,EQUITY,SPOG.OL,finmb_884396,no_market,,27.647,,0.5450699999999999,,,,5.06,,20731200.0,,,214.045,,,,1577750400.0,0.13972001,147900000.0,7.13,,,0.21257213,0.24716999,1640908800.0,1593475200.0,,,20614259.0,23646169088.0,,,,,,,1.751,,,,,,,,https://logo.clearbit.com/oest.no,187.0,,6.3814864,,,,,4a4dff5e-7555-3190-bf3f-bc2550b66569
SNI,Stolt-Nielsen,Industrials,86.5,86.4,86.8,354,,4629.81,0.0867,0.052300000000000006,0.0549,-0.2412,-0.1836,WC2B 4HN,Industrials,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1.0,Aldwych House,Marine Shipping,4th Floor 71â91 Aldwych,79.6,82.2,82.56594,0.0,,,89.5,,13450.0,,79.6,82.19428,0.0,82.2,,13450.0,,,,,1587600000.0,1.027709,,,82.2,2.0,NOK,62219.0,,,,6814443520.0,,,14354.0,3.3742204,82.2,86.8,,400.0,62219.0,134.6,57.66666800000001,,5.56,69.6,86.4,False,,145400.0,89.5,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNI.OL,finmb_305831,no_market,,3.71,,-0.00336,19.44,,,1.5,,63023800.0,,,20.457,,,,1575072000.0,0.11141,-1544000.0,-0.113,,,4.228381,0.61417,1638230400.0,1590883200.0,,,33134761.0,7493306368.0,,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,6749.0,,,,,,,b9065de0-e668-3a66-871a-60fbe6d371a0
STB,Storebrand,Financials,52.6,52.6,52.62,1956,,24585.12,0.0178,0.0788,-0.0027,-0.2379,-0.0461,1327,Financial Services,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1.0,Professor Kohts vei 9,Financial Conglomerates,P.O. Box 500,51.68,51.74,49.10223,0.062887,0.0,,52.8,,1622372.0,,51.68,51.180572999999995,3.25,51.74,,1622372.0,,,,,1587600000.0,1.2807879999999998,,,51.7,2.0,NOK,1043404.0,,,,24585134080.0,,,1790387.0,0.38828647,51.7,52.62,,81400.0,1043404.0,74.9,9.260564,,,33.84,52.6,False,,115200.0,52.8,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STB.OL,finmb_876161,no_market,,0.812,,0.02922,16.851,,,5.68,,467398016.0,,,73.592,,,,1577750400.0,0.64619005,1838000000.0,3.937,,,0.71475154,0.059570000000000005,1640908800.0,1593475200.0,,,457939559.0,51429724160.0,,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,1683.0,,13.360426,,,,,51fabac2-38a8-3ceb-a804-75f790a366ca
STORM,Storm Real Estate,Real estate,4.8,4.68,4.88,37,,42.41,0.0084,0.0127,-0.0943,0.4118,0.0213,,Real Estate,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1.0,Haakon VIIS gate 5,Real Estate Services,,4.76,4.8,3.2313044,0.090126045,0.0,,4.98,,25245.0,,4.76,4.7128572,0.429,4.8,,25245.0,,,,,1464307200.0,1.968596,,,4.5,4.0,NOK,31093.0,,,,42405888.0,,,47751.0,15.437163,4.5,4.88,,80000.0,31093.0,8.0,53.33333199999999,,,1.26,4.68,False,,100000.0,4.98,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STORM.OL,finmb_38919651,no_market,,19.26,,3.1711,79.68,,,0.09,,8834560.0,,,1.1340000000000001,,,,1577750400.0,0.0,8711000.0,0.986,,,4.232805,0.47079,1640908800.0,1593475200.0,,,1716821.0,52907520.0,,1562716800.0,1:10,,,,,,,,,,,,https://logo.clearbit.com/stormrealestate.no,5.0,,4.8681545,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a
STRONG,StrongPoint,Information technology,17.8,17.7,17.8,40,LP,788.19,0.0,-0.0273,-0.0507,0.4833,0.6182,2005,Industrials,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,47 03254,Norway,[],http://www.strongpoint.com,1.0,Slynga 10,Business Equipment & Supplies,,17.8,17.9,14.371376999999999,0.03370787,0.0,,17.95,,57427.0,,17.8,18.785715,0.6,17.9,,57427.0,,,,0.6,1603411200.0,0.590517,,,17.7,2.0,NOK,28627.0,,,,788189312.0,,,102425.0,0.71394926,17.7,17.8,,406900.0,28627.0,20.1,16.181818,,,8.56,17.7,False,0.0337,200000.0,17.95,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.8420000000000001,,0.018170001,15.037,,,1.1,,44280300.0,,,6.907,,,,1577750400.0,0.31468,20063000.0,0.45,,,2.5770955,0.31726,1640908800.0,1593475200.0,,,28506378.0,930098112.0,,1115596800.0,1:10,,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,512.0,,39.555553,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66
SUBC,Subsea 7,Energy,72.16,72.12,72.2,913,,21453.38,-0.0036,0.0819,0.0562,-0.3124,-0.2253,2086,Energy,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1.0,"412F, Route d'Esch",Oil & Gas Equipment & Services,,72.42,73.3,62.569492000000004,,0.0,,73.3,,857571.0,,72.42,67.64743,,73.3,,857571.0,,,,,1556150400.0,1.689655,,,71.8,2.0,NOK,262540.0,,,,21480083456.0,,,711944.0,6.42347,71.8,72.2,,128000.0,262540.0,110.1,288.64,,,38.5,72.12,False,,37100.0,73.3,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUBC.OL,finmb_359868,no_market,,6.454,,-0.31124002,53.57,,,0.25,,297585984.0,,,14.515999999999998,,,,1577750400.0,0.61302,-1040800000.0,-3.495,,,4.971067,0.24015999999999998,1640908800.0,1593475200.0,,,223353731.0,21583388672.0,,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,11869.0,,,,,,,8610c031-034f-3083-a212-b713518bf428
