ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,fax,trailingPE,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
SOR,4662,Financial Services,436,"Sparebanken SÃ¸r operates as an independent savings bank in Norway. The company operates through two segments, Retail Market and Corporate Market. It is involved in banking, securities trading, and real estate brokerage activities in Agder, Rogaland, Vestfold, and Telemark. The company also provides mortgaging, car financing, leasing, and property management services; and sells life and general insurance, pension, and group life insurance products to retail and corporate customers. It conducts banking operations in 34 locations and real estate brokerage business in 17 locations. The company was founded in 1824 and is headquartered in Kristiansand, Norway. Sparebanken SÃ¸r is a subsidiary of Sparebankstiftelsen Sparebanken SÃ¸r.",Kristiansand,Norway,[],http://www.sor.no,1,RÃ¥dhusgata 9,Banks—Regional,102,102,96.973724,0.05882353,0,,102,,5310,,102,100.01765,6,102,,5310,,,,,1585267200,0.222415,,,102,2,NOK,400,,,,1597717760,,,3802,0.67613953,102,103,,63500,400,123,9.732825,,,80,102,False,,98600,102,OSL,SPAREBANKEN SOR,Sparebanken Sør,Europe/Oslo,CEST,False,7200000,EQUITY,SOR.OL,finmb_5719538,no_market,,25.937,,0.45578,,0.079365134,,10.48,,15663900,,,860.128,,,,1577750400,0.10958,179000000,11.037,,,0.118587,0.64037,1640908800,1593475200,,,6022160,61289721856,,,,,,0.079,,,,,,,,https://logo.clearbit.com/sor.no,47 38 10 92 00,47 85 03 86 65,9.241642,,,,,f0a4015a-e222-3f67-9088-d83be6bd369a,
STB,1327,Financial Services,1683,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,Norway,[],http://www.storebrand.no,1,Professor Kohts vei 9,Financial Conglomerates,53.66,53.8,49.826305,0.06056653,0,,53.8,,1570313,,53.66,52.04647,3.25,53.8,,1570313,,,,,1587600000,1.271777,,,53.04,2,NOK,368312,,,,24893192192,,,2258458,0.3931518,53.04,53.22,,81400,368312,74.9,9.3767605,,,33.84,53.2,False,,115200,53.8,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STB.OL,finmb_876161,no_market,,0.833,,0.02922,17.286,0.03510797,,5.68,,467390016,,,73.592,,,,1577750400,0.64619005,1838000000,3.937,,,0.7237199,0.05957,1640908800,1593475200,,,457939559,52757114880,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,47 22 31 50 50,,13.528067,P.O. Box 500,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
SUSB-ME,6650,Financial Services,,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,Norway,[],http://www.bank.no,1,BÃ¥rdshaugvegen 7,Banks—Regional,109,109,106.51095,0.06422018,0.1973,,109,,431,,109,107.44118,7,109,,431,,,,7,1583280000,0.243302,,,109,2,NOK,1000,,,,219672064,,,503,1.3145278,109,110,,,1000,117,,,,100,109,False,0.0648,,109,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,2.682,,0.46785,,-0.031085312,,,,2015340,,,430.75,,,,1577750400,0.03771,78183000,38.794,,,0.25304702,0,1640908800,1593475200,,,1899140,448200608,,,,,,0.495,,,,,,,,https://logo.clearbit.com/bank.no,47 71 66 27 00,47 71 66 27 27,2.809713,,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
SUBC,2086,Energy,,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,Luxembourg,[],http://www.subsea7.com,1,"412F, Route d'Esch",Oil & Gas Equipment & Services,70.7,71.88,63.860584,,0,,72,,554207,,70.7,68.87882,,71.88,,554207,,,,,1556150400,1.630662,,,70.12,2,NOK,212877,,,,20923656192,,,997794,6.2570744,70.12,70.38,,128000,212877,110.1,281.6,,,38.5,70.26,False,,37100,72,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000,EQUITY,SUBC.OL,finmb_359868,no_market,,6.237,,-0.31124002,51.77,-0.19823092,,0.25,,297211008,,,14.516,,,,1577750400,0.61302,-1040800000,-3.495,,,4.849821,0.24016,1640908800,1593475200,,,223303206,20858193920,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,,,8610c031-034f-3083-a212-b713518bf428,
STORM,,Real Estate,5,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.stormrealestate.no,1,Haakon VIIS gate 5,Real Estate Services,5.85,5.75,2.6670072,0.07333333,0,,6.7,,247655,,5.85,3.4282353,0.429,5.75,,247655,,,,,1464307200,,,,5.75,2,NOK,52442,,,,54774272,,,54408,19.939669,5.75,6.45,,80000,52442,8,68.888885,,,1.26,6.2,False,,100000,6.7,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STORM.OL,finmb_38919651,no_market,,28.03,,3.1711,115.961,0.32954538,,0.09,,8834560,,,1.134,,,,1577750400,0,8711000,0.986,,,5.4673724,0.47079,1640908800,1593475200,,,4904419,76998224,,1562716800,1:10,,,,,,,,,,,https://logo.clearbit.com/stormrealestate.no,,,6.288032,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,
SBTE,3921,Financial Services,182,"SpareBank 1 Telemark provides banking products and services to private and business customers in Norway. It offers deposit and currency accounts; and car and construction loans, trade credit, mortgage, and operating credit for agriculture. The company also provides factoring, leasing, and bank guarantee services; and liability, asset, property, personal, commercial, project, and car insurance products. In addition, it offers online and mobile banking, billing, cards, and collection services; and advice relating to buying and selling properties. SpareBank 1 Telemark was founded in 1844 and is based in Porsgrunn, Norway.",Porsgrunn,Norway,[],http://www.sparebank1.no/nb/telemark/privat.html,1,Storgata 117,Banks—Regional,128,128,124.9343,0.0453125,0.4309,,128,,2027,,128,128.35294,5.8,128,,2027,,,,5.8,1585267200,,,,128,2,NOK,10156,,,,1395020800,,,1329,1.9597888,128,129,,0,10156,143,,,,109,127,False,0.0464,0,128,OSL,SPAREBANK 1 TELEMK,SpareBank 1 Telemark,Europe/Oslo,CEST,False,7200000,EQUITY,SBTE.OL,finmb_33838065,no_market,,11.454,,0.42247,,0.07563031,,,,10898600,,,327.748,,,,1577750400,0.09318,146096000,13.453,,,0.39054397,0.64611,1640908800,1593475200,,,10174852,8153024512,,,,,,-0.018,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 915 02 610,47 355 69 601,9.514606,,,,,2c4ec891-6da1-3876-8384-b8cff884b924,
TRVX,0283,Healthcare,19,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,Norway,[],http://www.targovax.com,1,Lilleakerveien 2C,Biotechnology,6.79,6.79,6.6627736,,0,,6.8,,434852,,6.79,6.53,,6.79,,434852,,,,,,2.059233,,,6.7,2,NOK,38284,,,,517395040,,,308446,182.88972,6.7,6.8,,0,38284,12,-2.385965,,,3.515,6.76,False,,0,6.8,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TRVX.OL,finmb_144098164,no_market,,170.02,,0,-3.86,0.33925045,,-2.85,,76087504,,,4.755,,,,1577750400,0.25366,-120237000,-1.748,,,1.4300736,0.122279994,1640908800,1593475200,,,52861785,480985952,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,47 21 39 88 10,,,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,
TEAM,HM 11,Industrials,88,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.teamtankers.com,1,Williams House,Marine Shipping,3.98,4,4.3867154,,0,,4,,4346,,3.98,3.2870588,,4,,4346,,,,,,-0.337979,,,3.22,4,NOK,4009,,,,807864384,,,16950,2.607848,3.22,3.94,,,4009,7.65,,,,2.9,3.4,False,,,4,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.71,,-0.08359,31.705,-0.45850337,,,,202980992,,,1.648,,,,1577750400,0.00877,-25894000,-0.171,,,2.4150486,0.113129996,1640908800,1593475200,,,139632852,839654464,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,,,,4th Floor 20 Reid Street,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,
SNI,WC2B 4HN,Industrials,6749,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,United Kingdom,[],http://www.stolt-nielsen.com,1,Aldwych House,Marine Shipping,85.5,85,85.76496,0,,,85,,15142,,85.5,83.238235,0,85,,15142,,,,,1587600000,0.980255,,,82.9,2,NOK,1848,,,,6530836992,,,17413,3.2337904,82.9,83.1,,400,1848,134.6,55.266666,,5.67,69.6,82.7,False,,145400,85,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SNI.OL,finmb_305831,no_market,,3.894,,-0.00336,20.405,,,1.5,,63023800,,,20.457,,,,1575072000,0.11141,-1544000,-0.113,,,4.0524025,0.61417,1638230400,1590883200,,,33134761,7865146368,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,44 20 7611 8960,,,4th Floor 71â91 Aldwych,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,
STRONG,2005,Industrials,512,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,Norway,[],http://www.strongpoint.com,1,Slynga 10,Business Equipment & Supplies,18.9,18.75,13.077153,0.031746034,0,,18.75,,91203,,18.9,17.879412,0.6,18.75,,91203,,,,,1556496000,0.566782,,,18.5,2,NOK,66959,,,,823613568,,,111699,0.7460369,18.5,18.6,,406900,66959,20.1,16.90909,,,8.56,18.5,False,,200000,18.75,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.887,,0.018170001,15.824,0.67999995,,1.1,,44280300,,,6.907,,,,1577750400,0.31468,20063000,0.45,,,2.6929202,0.31726,1640908800,1593475200,,,28506378,978792192,,1115596800,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,47 03254,,41.333336,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
TOTG,2850,Financial Services,94,"Totens Sparebank provides various banking and financial products and services in Norway. It provides savings; mortgages, loans, credit, and cards; pension products; VIPPS; insurance products; and asset management, leasing, payment, and real estate services, as well as online and mobile banking services. The company operates through five offices located in Mjosa, Gjovik, Lena, Raufoss, Hamar, and Raholt. Totens Sparebank was founded in 1854 and is headquartered in Lena, Norway.",Lena,Norway,[],http://www.totenbanken.no,1,Lenagata 30,Banks—Regional,140,140,134.85402,0.060714286,0.4321,,140,,334,,140,138.70589,8.5,140,,334,,,,7,1585699200,0.200348,,,140,2,NOK,12,,,,857434176,,,322,2.0289066,140,142,,57000,12,149,9.408602,,,115,138,False,0.05,57000,140,OSL,TOTENS SPAREBANK,Totens Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TOTG.OL,finmb_9237532,no_market,,10.234,,0.4264,,0.12903225,,14.88,,6124530,,,310.945,,,,1577750400,0.0932,92334208,14.632,,,0.45024037,0.40230998,1640908800,1593475200,,,3828079,4324883968,,1335916800,340:240,,,-0.041,,,,,,,,https://logo.clearbit.com/totenbanken.no,47 61 14 12 00,47 61 14 12 65,9.56807,,,,,326bf409-d1ab-37b9-866a-96d0d87ae252,
TECH,0667,Technology,210,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.techstepasa.no,1,BrynsallEen 4,Software—Application,3.6,3.6,2.7061315,,0,,3.66,,71588,,3.6,2.9994118,,3.6,,71588,,,,,,0.344333,,,3.46,4,NOK,97202,,,,586054784,,,59822,0.5285663,3.46,3.6,,60000,97202,3.88,,,,1.95,3.46,False,,72100,3.66,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TECH.OL,finmb_371366152,no_market,,0.564,,-0.05524,22.436,-0.07216501,,,,162792992,,,2.884,,,,1577750400,0.027460001,-61245000,-0.313,,,1.2482662,0.75827,1640908800,1593475200,,,37517372,625720320,,1457654400,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,47 23 17 23 50,,,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,
THIN,0160,Technology,23,"Thin Film Electronics ASA designs, develops, and produces ultrathin energy storage solutions for wearable devices, connected sensors, and other applications. Its solid-state lithium battery technology enables it to produce rechargeable batteries with high energy densities and long product lifetimes. The company was founded in 2005 is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.thinfilmsystems.com,1,Fridtjof Nansens Plass 4,Electronic Components,0.273,0.2722,0.76770145,,0,,0.2722,,2536738,,0.273,0.34275293,,0.2722,,2536738,,,,,,2.038908,,,0.2174,4,NOK,5372686,,,,168171872,,,4373024,269.07498,0.2174,0.2474,,2859200,5372686,5.8,-4.88,,,0.2174,0.244,False,,1223200,0.2722,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,THIN.OL,finmb_740992,no_market,,190.861,,0,-3.507,-0.7896764,,-0.05,,689228992,,,-0.086,,,,1577750400,0.06763,-63932000,-0.753,,,,0.02408,1640908800,1593475200,,,168281688,119287832,,1572566400,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmsystems.com,47 22 42 45 00,,,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,
SVEG,5011,Financial Services,730,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.spv.no,1,Jonsvollsgaten 2,Banks—Regional,65,65.3,60.861313,0.03723077,0.3735,,65.3,,33368,,65,64.997055,2.42,65.3,,33368,,,,2.42,1585094400,0.564459,,,64.4,2,NOK,1712,,,,6909798400,,,47541,1.8614758,64.4,64.6,,100000,1712,73.8,10.189874,,5.82,42.1,64.4,False,0.0372,300000,65.3,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000,EQUITY,SVEG.OL,finmb_8081598,no_market,,30.51,,0.48788,,0.2548263,,6.32,,107295000,,,161.512,,,,1577750400,0.31427,582000000,6.386,,,0.398732,0.26554,1640908800,1593475200,,,78253263,113253572608,,,,,,-0.247,,,,,,,,https://logo.clearbit.com/spv.no,47 91 50 55 55,,10.08456,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,
SPOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIETOO,2101,Technology,23789,"TietoEVRY Oyj operates as a software and services company. It operates through Digital Experience, Hybrid Infra, Industry Software, and Product Development Services segments. The Digital Experience segment provides consulting services, including design of service experiences, smart use of data, IT architecture consulting, and business process and change management, as well as system integration, and application development and management. The Hybrid Infra segment offers enterprises with life cycle management of IT infrastructure, which covers a variety of technologies. The Industry Software segment provides with industry-specific software products for business-critical processes of clients in the financial services, public and healthcare, and welfare sectors, as well as in the forest industry, and the energy and oil and gas segments. The Product Development Services segment offers software R&D services with a focus on the telecom sector, as well as new domains, such as automotive serving the communications infrastructure, consumer electronics, and semiconductor companies, and the automotive industry. The company also provides software advisory and consulting services, and industry specific software; engages in the design, implementation, and maintenance of customized solutions and IT operations. It operates in Finland, Sweden, Norway, Austria, the Baltic countries, Russia, and internationally. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",Espoo,Finland,[],http://www.tietoevry.com,1,Keilalahdentie 2-4,Information Technology Services,261.8,261.8,252.5124,,0,,264.2,,13946,,261.8,267.81177,,261.8,,13946,,,,6.79,1600732800,0.791521,,,261.8,2,NOK,3335,,,,32156839936,,,6826,,261.8,265,,,3335,317,,,,201.2,263.8,False,0.025999999,,264.2,OSL,TIETOEVRY OYJ,TietoEVRY Oyj,Europe/Oslo,CEST,False,7200000,EQUITY,TIETOO.OL,finmb_1034090,no_market,,,,0.02333,,Infinity,,,,118444000,,,,,,,1577750400,0.38723,,,,,,0.24724,1640908800,1593475200,,,54908237,31008620544,,,,,,,,,,,,,,https://logo.clearbit.com/tietoevry.com,358 207 2010,,,P.O.Box 2,,,,73c9b7e7-badc-3724-8b79-ad47831de1e2,
TOM,1385,Industrials,4500,"Tomra Systems ASA provides sensor-based solutions for optimal resource productivity worldwide. It operates through Collection Solutions and Sorting Solutions segments. The Collection Solutions segment produces, sells, and services reverse vending machines and related data management system. It is also involved in picking up, transporting, and processing empty beverage containers on behalf of beverage producers/fillers. This segment offers its solutions to the food retail industry in Europe and the United States. The Sorting Solutions segment provides sorting and processing technology for the fresh and processed food industries; sorting systems for waste and metal material streams; and ore sorting systems for the mining industry. Tomra Systems ASA was founded in 1972 and is headquartered in Asker, Norway.",Asker,Norway,[],http://www.tomra.com,1,Drengsrudhagen 2,Waste Management,423.5,426,338.3558,0.0064935065,0.59650004,,426,,226911,,423.5,384.94116,2.75,426,,226911,,,,2.75,1588636800,0.391986,,,416.4,2,NOK,137347,,,,61956116480,,,264880,6.4751434,416.4,419.9,,218400,137347,426,73.24608,,1.42,201,419.5,False,0.0064999997,98700,426,OSL,TOMRA SYSTEMS ASA,Tomra Systems ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TOM.OL,finmb_878841,no_market,,6.837,,0.07117,40.157,0.66995263,,5.73,,147620000,,,38.575,,,,1577750400,0.71271,681000000,4.605,,,10.880104,0,1640908800,1593475200,,,108186195,65419628544,,974851200,2:1,,,-0.022,,,,,,,,https://logo.clearbit.com/tomra.com,47 66 79 91 00,47 66 79 91 11,91.14007,,,,,2ec6aabb-d108-3aab-9fd6-ef3992573975,
TGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEL,1360,Communication Services,20000,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,Norway,[],http://www.telenor.com,1,SnarÃ¸yveien 30,Telecom Services,142.1,142.4,149.26678,0.061224487,2.1818,,143.05,,1133735,,142.1,146.69853,8.7,142.4,,1133735,,,,8.6,1602115200,0.271196,,,142,2,NOK,121049,,,,202871324672,,,1584816,1.6626481,142,142.7,,301900,121049,189.4,14.26,,5.04,130.75,142.65,False,0.060500003,230500,143.05,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000,EQUITY,TEL.OL,finmb_658535,no_market,,2.862,,0.05098,7.75,-0.24655354,,10,,1422659968,,,19.729,,,,1577750400,0.30785,5539999744,4.374,,,7.2279387,0.53981996,1640908800,1593475200,,,613954891,349236166656,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,47 81 07 70 00,,32.601738,,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3,
