ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
SNOR,6509,Financial Services,148,"Sparebank 1 Nordvest provides various banking services in Norway. The company offers savings and deposit accounts; car, motorcycle, boat, and construction loans; and mortgages. It also provides business insurance products, which include liability, auto, mortgage, operating loss, asset, commercial, and project insurance products; personal insurance products, such as life, travel, and accidental insurance products; pension products; bank cards; payment and debt collection services; and mobile and online banking services. In addition, the company offers bank guarantees, trade credit products, and operating credit products for agriculture, as well as factoring, leasing, and repayment products and services. The company was founded in 1835 and is based in Kristiansund, Norway. Sparebank 1 Nordvest is a subsidiary of SpareBank 1 Gruppen AS.",Kristiansund,47 91 50 39 00,Norway,[],http://www.sparebank1.no/nb/nordvest,1,Langveien 21,Banks—Regional,,110,109,108.74632,0.05909091,0.65389997,,109,,750,,110,109.64706,6.5,109,,750,,,,6.5,1585785600,0.108252,,,109,2,NOK,91,,,,244440128,,,297,0.5796376,109,110,,0,91,128,9.511344,,,95,107,False,0.0591,0,109,OSL,SPAREBK 1 NORDVEST,Sparebank 1 Nordvest,Europe/Oslo,CEST,False,7200000,EQUITY,SNOR.OL,finmb_49703696,no_market,,8.403,,0.33244,,,,11.46,,2242570,,,993.341,,,,1577750400,0.05173,22056000,9.935,,,0.1097307,0.50136,1640908800,1593475200,,,1234900,3543807488,,,,,,-0.031,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 71 58 01 50,10.971313,,,,395299a7-1e64-35a5-817a-5edb041835b0,
SOAG,1526,Financial Services,213,"SpareBank 1 Ãstfold Akershus, a savings bank, provides various banking products and services in Ãstfold and the southern part of Akershus. It offers savings, deposit, operating, tax deduction, and currency accounts; bank cards; repayment, construction, boat, motorcycle, and car loans; trade and operating credit products; factoring services; leasing products; bank guarantees; operating credit for agriculture; savings and investment products; and mortgage products. The company also provides insurance products, such as business, commercial, project, liability, asset, car, boat, personal, treatment, accident, occupational injuries, disability, house and condominium, travel, life, and other insurance, as well as pension products. In addition, it offers debt collection and accounting services; futures and currency options; and mobile and online banking services. SpareBank 1 Ãstfold Akershus was founded in 1835 and is headquartered in Moss, Norway.",Moss,47 91 50 57 00,Norway,[],http://www.sparebank1.no/nb/ostfold-akershus/privat.html,1,Varnaveien 43E,Banks—Regional,,254,254,223.21324,0.056692913,0.4728,,254,,431,,254,236.23529,14.4,254,,431,,,,12,1585872000,0.08253,,,254,2,NOK,364,,,,3145942528,,,242,4.053026,254,256,,90100,364,270,10.578925,,4.4,185,246,False,0.047199998,40000,254,OSL,SPAREBANK 1 OSTFOL,SpareBank 1 Østfold Akershus,Europe/Oslo,CEST,False,7200000,EQUITY,SOAG.OL,finmb_12505834,no_market,,5.337,,0.43293,,,,24.01,,12385600,,,286.412,,,,1577750400,0.09793,314535008,25.382,,,0.8868344,0.80093,1640908800,1593475200,,,3702193,4142945024,,,,,,0.041,,,,,,,,https://logo.clearbit.com/sparebank1.no,,10.0070915,,,,a7cf2ced-7d76-33c6-8a53-9928120ada46,
SPOL,2302,Financial Services,1139,"SpareBank 1 Ãstlandet provides various financial products and services to individuals, businesses, public sectors, clubs, and societies. It offers retail and corporate banking services, deposits, loans, savings, advisory, insurance, money-transfer, investment, and pension products and services. The company also provides payment, real estate brokerage and rental, management, accounting and payroll, leasing, financing, HR and consulting, and online and mobile banking services. It has 37 branches, including 21 in Hedmark, 2 in Oppland, 5 in Oslo, and 9 in Akershus. The company was founded in 1845 and is headquartered in Hamar, Norway. SpareBank 1 Ãstlandet is a subsidiary of Sparebankstiftelsen Hedmark.",Hamar,47 91 50 70 50,Norway,[],http://www.sparebank1.no/en/ostlandet/personal.html,1,Strandgata 15,Banks—Regional,,87.7,87.1,85.483826,0.065222345,0.5395,,88,,14983,,87.7,88.25,5.72,87.1,,14983,,,,4.58,1585267200,0.809245,,,86.8,2,NOK,10697,,,,10111959040,,,21071,2.8096578,86.8,87.4,,0,10697,101.6,9.831081,,,70.1,87.3,False,0.051999997,0,88,OSL,SPAREBANK 1 OSTLAN,SpareBank 1 Østlandet,Europe/Oslo,CEST,False,7200000,EQUITY,SPOL.OL,finmb_12505908,no_market,,14.1,,0.38926998,,,,8.88,,115830000,,,139.282,,,,1577750400,0.14663,973000000,8.398,,,0.626786,0.66322,1640908800,1593475200,,,114005470,50745274368,,,,,,-0.07,,,,,,,,https://logo.clearbit.com/sparebank1.no,,10.395333,,,,570d1e40-e6eb-36fd-94ed-02edf23d7a9a,
SIOFF,4610,Energy,1102,"Siem Offshore Inc., together with its subsidiaries, owns and operates offshore support vessels for the offshore energy service industry. It operates platform supply vessels (PSVs); offshore subsea construction vessels (OSCVs); anchor-handling tug supply vessels (AHTS vessels); other vessels, including fast crew, fast supply, and oil spill recovery vessels; and scientific core-drilling and others. As of March 31, 2020, it had a fleet of 33 vessels, which included seven PSVs, four OSCVs, ten AHTS vessels, two well-intervention vessels, one scientific core-drilling vessel, five Brazilian flagged vessels, and three Canadian flagged vessels comprising AHTS vessels and PSVs. It operates in Norway, North Sea, the Arctic Ocean, Northern Pacific Ocean, West Africa, Australia, South East Asia, Canada, and Brazil. The company was founded in 2005 and is headquartered in Kristiansand, Norway. Siem Offshore Inc. is a subsidiary of Siem Europe S.a r.l.",Kristiansand,47 38 60 04 00,Norway,[],http://www.siemoffshore.com,1,Nodeviga 14,Oil & Gas Midstream,,0.935,0.85,0.8991241,,0,,0.925,,182311,,0.935,0.9112857,,0.85,,182311,,,,,1399334400,0.709036,,,0.85,4,NOK,4054,,,,864633600,,,76470,3.2461822,0.85,0.89,,137000,4054,2,-46.25,,,0.6,0.85,False,,132200,0.925,OSL,SIEM OFFSHORE INC,Siem Offshore Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,SIOFF.OL,finmb_23954324,no_market,,6.885,,-1.17231,19.893,,,-0.02,,934739008,,,0.092,,,,1577750400,0.00196,-312263008,-0.333,,,10.054348,0.97419,1640908800,1593475200,,,30500526,1833850880,,,,,,,,,,,,,,https://logo.clearbit.com/siemoffshore.com,47 37 40 62 86,,,,,a3c28fbe-b1c0-3929-ae8a-638a1b89f2da,
SIKRI-ME,1366,Technology,,"Sikri Holding AS provides case processing, and document management and archiving solutions to the public sector in Norway. Its products include Elements Sak-Arkiv, a case archive system for the management of public services; Elements eByggesak, a case management tool specially adapted for construction case processing; and Elements RiskManager, an electronic quality system that supports the business with quality and management processes, non-conformance management, notifications, and risk assessments for both the public and private sectors. The company's products also comprise Elements Cloud that supports external login, as well as integrates login solutions in the market, such as ADFS and SAML-based identity solutions; and Elements Lekdommer, a web-based solution for municipalities in connection with the election, updating, and exemption treatment of co-judges in the district court and co-judges and storage members in the storage court. In addition, it offers courses and training, consulting, and support, as well as provides personal counseling of key resources. The company was founded in 2000 and is based in Lysaker, Norway.",Lysaker,47 90 53 00 49,Norway,[],http://www.sikri.no,1,Vollsveien 4A,Information Technology Services,,105,104,104.809784,,,,104,,4295,,105,108.846855,,104,,4295,,,,,,,,,101,2,NOK,5099,,,,1541764864,,,8618,,101,104,,,5099,135,,,,87,103.6,False,,,104,OSL,SIKRI HOLDING AS,Sikri Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,SIKRI-ME.OL,finmb_665908878,no_market,,,,0,,,,,,14741500,,,4.162,,,,,,,,,,24.891878,,,1593475200,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/sikri.no,,,,,,b6cf3402-2981-3a2a-bc32-abacced18a98,
SOGN,6885,Financial Services,,"Sogn Sparebank provides banking products and services in Norway. The company offers saving accounts; saving products comprising bank, fund, and retirement savings; and deposit pension products. It also provides loan products for cars and other vehicles, as well as other small loans; and insource products comprising children, auto, death, health, building, holiday home, income, critical health, disability, UNG, and other insurance. In addition, the company offers bell payment products; bank cards; and mobile and online banking services. The company was founded in 1971 and is based in Ãrdalstangen, Norway.",Ãrdalstangen,47 57 64 85 10,Norway,[],http://sognbank.no,1,Evensensveg 8,Banks—Regional,,105,105,99.37132,0.028571429,0.0696,,105,,62,,105,101.27941,3,105,,62,,,,3,1586995200,0.040361,,,105,2,NOK,1,,,,66412500,,,109,0.48966658,105,105,,0,1,110,,,,90.5,98,False,0.0286,0,105,OSL,SOGN SPAREBANK,Sogn Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SOGN.OL,finmb_9192756,no_market,,-5.262,,0.20111,,,,,,632500,,,1467.169,,,,1577750400,0.07202,2174000,3.512,,,0.0715664,0.45014998,1640908800,1593475200,,,368366,-713677760,,,,,,0.293,,,,,,,,https://logo.clearbit.com/sognbank.no,,29.897493,,,,d0fe10f0-a92f-30e2-859a-ac83025e9a89,
SBVG,3125,Financial Services,337,"SpareBank 1 BV provides various banking products and services for private and corporate customers in Norway. It offers current, deposit, bill, and savings accounts; mortgages; consumer, construction, car, boat, motorcycle, caravan, motorhome, and ATV vehicle loans; and bank guarantees, trade credit, operating credit for agriculture, and factoring services, as well as vehicle and equipment leasing services. The company also provides auto, electric car, motorhome, veteran, boat, moped, snowmobile, tractor, bike, caravan, trailer, and ATV vehicle insurance products; and house, property, costume, hearing aid, bell, travel, valuables, life, children, disability, critical illness, accident, and health insurance products, as well as dog, cat, and horse insurance. In addition, it offers pension and investment products; financial advisory; accounting, payment, and real estate brokerage services; and mobile and electronic banking services. The company was founded in 1859 and is based in TÃ¸nsberg, Norway.",TÃ¸nsberg,47 91 50 24 80,Norway,[],http://www.sparebank1.no/nb/bv,1,Anton Jenssens gate 2,Banks—Regional,,36.7,36.5,35.21103,0.08038147,0.6111,,36.5,,15568,,36.7,36.614704,2.95,36.5,,15568,,,,2.42,1585699200,,,,36.1,2,NOK,13451,,,,2273585152,,,12364,1.9149673,36.1,36.4,,100000,13451,44.5,8.7621355,,6.5,28,36.2,False,0.0659,380000,36.5,OSL,SPAREBANK 1 BV,SpareBank 1 BV,Europe/Oslo,CEST,False,7200000,EQUITY,SBVG.OL,finmb_11323750,no_market,,9.094,,0.39726,,,,4.12,,62980200,,,82.28,,,,1577750400,0.06849,233647008,4.83,,,0.43874574,0.51590997,1640908800,1593475200,,,56475711,10796672000,,1320624000,6:5,,,0.109,,,,,,,,https://logo.clearbit.com/sparebank1.no,,7.4741197,,,,b4cb79f8-d921-3b5d-bc78-0f74db46072f,
SRBANK,4068,Financial Services,1255,"SpareBank 1 SR-Bank ASA, together with its subsidiaries, provides various financial products and services for personal and corporate customers in Southern and Western Norway. The company offers its products and services in the areas of savings, loans, advice, insurance, and pensions. It also provides foreign exchange, administrative securities, commercial properties brokerage, leasing, accounting, and securities trading services, as well as active management and securities management services. In addition, the company facilitates debt and equity funding; and sells real estate properties comprising holiday homes, new builds, and used homes. Further, it is involved in the customer trading of interest rate instruments; and purchasing of home mortgages and funds by issuing covered bonds. Additionally, the company offers credit and debit cards; structured products; and mobile and online banking services. The company also serves retail, small business, and agricultural customers, as well as public sector. As of December 31, 2018, it had 36 branches in Rogaland, Vest-Agder, Aust-Agder, and Hordaland. SpareBank 1 SR-Bank ASA was founded in 1839 and is headquartered in Stavanger, Norway.",Stavanger,47 91 50 20 02,Norway,[],http://www.sparebank1.no/nb/sr-bank,1,Christen Tranes Gate 35,Banks—Regional,Postboks 250,78.25,79,69.60272,0.07028754,0,,79.25,,192020,,78.25,78.454414,5.5,79,,192020,,,,,1587686400,0.925903,,,77.6,2,NOK,179864,,,,19870220288,,,234156,4.5647187,77.6,77.9,,,179864,105.3,,,,48.38,77.85,False,,,79.25,OSL,SPAREBANK 1 SR BK,SpareBank 1 SR-Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SRBANK.OL,finmb_883781,no_market,,34.196,,0.35722,,,,,,255730000,,,98.551,,,,1577750400,0.37039003,1480000000,6.156,,,0.7884242,0.32251,1640908800,1593475200,,,166982393,148856471552,,,,,,-0.716,,,,,,,,https://logo.clearbit.com/sparebank1.no,,12.621832,,,,8ee5ca3d-26b8-36c3-9e7f-fabac7a9dd9b,
SOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RING,3510,Financial Services,220,"SpareBank 1 Ringerike Hadeland provides various banking products and services to retail and corporate customers in Norway. The company offers saving, deposit, and currency accounts; vehicle, house and travel, and pet insurance products, as well as life, children, disability, critical illness, accident, health, and business and personal products; mobile and online banking services; and debit and credit cards. It also provides mortgages; car, boat, and other vehicles; consumer and other loans; and bank guarantees, construction loans, trade credit, and operating credit for agriculture, as well as factoring, leasing, and repayment services. In addition, the company offers services for buying and selling of property; accounting, financing, payment and collection, and placement services; pension products; and savings and investment products. The company was founded in 1833 and is based in HÃ¸nefoss, Norway.",HÃ¸nefoss,47 91 50 21 30,Norway,[],http://www.sparebank1.no/ringerike-hadeland,1,SÃ¸ndre Torv 6,Banks—Regional,,232,228,217.53676,0.057327587,0.67440003,,228,,586,,232,227.05882,13.3,228,,586,,,,13.3,1584662400,0.322891,,,228,2,NOK,1,,,,3568291328,,,414,4.6538234,228,230,,30000,1,240,10.734464,,5.25,185,228,False,0.0573,27700,228,OSL,SPAREBK RING HADEL,SpareBank 1 Ringerike Hadeland,Europe/Oslo,CEST,False,7200000,EQUITY,RING.OL,finmb_9220341,no_market,,9.034,,0.4139,,,,21.24,,15650400,,,238.971,,,,1577750400,0.049590003,308913984,19.731,,,0.9540907,0.73478997,1640908800,1593475200,,,4304487,6926894080,,,,,,-0.082,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 32 11 33 01,11.55542,,,,224474a1-3bbb-3a9b-bc52-ac97ff01b43b,
MORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUBC,2086,Energy,,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1,"412F, Route d'Esch",Oil & Gas Equipment & Services,,64.14,64.56,61.391323,,0,,66.36,,801234,,64.14,69.28588,,64.56,,801234,,,,,1556150400,1.689759,,,64.14,2,NOK,503132,,,,19556485120,,,739656,5.8482313,64.14,65.8,,128000,503132,110.1,263.2,,,38.5,65.7,False,,37100,66.36,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000,EQUITY,SUBC.OL,finmb_359868,no_market,,5.718,,-0.31124002,47.462,,,0.25,,297211008,,,14.516,,,,1577750400,0.61302,-1040800000,-3.495,,,4.5329294,0.24016,1640908800,1593475200,,,223303206,19122485248,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,8610c031-034f-3083-a212-b713518bf428,
STB,1327,Financial Services,1683,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1,Professor Kohts vei 9,Financial Conglomerates,P.O. Box 500,48.5,48.96,48.495434,0.067010306,0,,49.07,,2111098,,48.5,52.156002,3.25,48.96,,2111098,,,,,1587600000,1.238554,,,48.05,2,NOK,2881404,,,,22528585728,,,1851438,0.35580626,48.05,46.77,,81400,2881404,74.9,8.485916,,,33.84,48.2,False,,115200,49.07,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STB.OL,finmb_876161,no_market,,0.789,,0.02922,16.364,,,5.68,,467398016,,,73.592,,,,1577750400,0.64619005,1838000000,3.937,,,0.6549625,0.05957,1640908800,1593475200,,,457939559,49943425024,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,,12.242825,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
SVEG,5011,Financial Services,730,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1,Jonsvollsgaten 2,Banks—Regional,,66.6,66.4,60.261765,0.03633634,0.3735,,67,,43223,,66.6,66.026474,2.42,66.4,,43223,,,,2.42,1585094400,0.590361,,,66,2,NOK,25899,,,,7092199424,,,37419,1.910614,66,66.2,,100000,25899,73.8,10.45886,,5.82,42.1,66.1,False,0.0363,300000,67,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000,EQUITY,SVEG.OL,finmb_8081598,no_market,,30.527,,0.48788,,,,6.32,,107295000,,,161.512,,,,1577750400,0.31427,582000000,6.386,,,0.40925753,0.26554,1640908800,1593475200,,,78253263,113317904384,,,,,,-0.247,,,,,,,,https://logo.clearbit.com/spv.no,,10.350767,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,
TOTG,2850,Financial Services,94,"Totens Sparebank provides various banking and financial products and services in Norway. It provides savings; mortgages, loans, credit, and cards; pension products; VIPPS; insurance products; and asset management, leasing, payment, and real estate services, as well as online and mobile banking services. The company operates through five offices located in Mjosa, Gjovik, Lena, Raufoss, Hamar, and Raholt. Totens Sparebank was founded in 1854 and is headquartered in Lena, Norway.",Lena,47 61 14 12 00,Norway,[],http://www.totenbanken.no,1,Lenagata 30,Banks—Regional,,138,137,134.05882,0.061594203,0.4321,,137,,325,,138,139.08824,8.5,137,,325,,,,7,1585699200,0.159638,,,137,2,NOK,1189,,,,839060608,,,397,1.9854301,137,138,,57000,1189,149,9.206989,,,115,137,False,0.0504,57000,137,OSL,TOTENS SPAREBANK,Totens Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TOTG.OL,finmb_9237532,no_market,,10.205,,0.4264,,,,14.88,,6124530,,,310.945,,,,1577750400,0.0932,92334208,14.632,,,0.44059238,0.40230998,1640908800,1593475200,,,3828752,4312634880,,1335916800,340:240,,,-0.041,,,,,,,,https://logo.clearbit.com/totenbanken.no,47 61 14 12 65,9.36304,,,,326bf409-d1ab-37b9-866a-96d0d87ae252,
TECH,0667,Technology,210,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1,BrynsallEen 4,Software—Application,,4.7,4.8,2.8399265,,0,,5.8,,222289,,4.7,3.6547058,,4.8,,222289,,,,,,0.529666,,,4.8,2,NOK,4161913,,,,854663232,,,119459,0.77082586,4.8,5.3,,60000,4161913,5.8,,,,1.95,5.2,False,,72100,5.8,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TECH.OL,finmb_371366152,no_market,,0.726,,-0.05524,28.857,,,,,162792992,,,2.884,,,,1577750400,0.027460001,-61245000,-0.313,,,1.8203883,0.75827,1640908800,1593475200,,,27136036,804793088,,1457654400,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,
TEL,1360,Communication Services,20000,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1,SnarÃ¸yveien 30,Telecom Services,,147.85,148.5,148.07153,0.05884342,2.1818,,153.55,,1387605,,147.85,146.83429,8.7,148.5,,1387605,,,,8.6,1602115200,0.22771,,,148.5,2,NOK,1632873,,,,213185609728,,,1435101,1.7471796,148.5,150.7,,301900,1632873,185.9,14.985001,,5.04,130.75,150.55,False,0.0582,230500,153.55,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000,EQUITY,TEL.OL,finmb_658535,no_market,,2.951,,0.05098,7.991,,,10,,1422659968,,,19.729,,,,1577750400,0.30785,5539999744,4.374,,,7.595418,0.53981996,1640908800,1593475200,,,613954891,360094629888,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,,34.25926,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3,
SUSB-ME,6650,Financial Services,,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1,BÃ¥rdshaugvegen 7,Banks—Regional,,108,107,105.80147,0.06481481,0.1973,,107,,125,,108,108.02941,7,107,,125,,,,7,1583280000,0.263318,,,107,2,NOK,87,,,,217657264,,,436,1.3024712,107,108,,,87,117,,,,100,107,False,0.0654,,107,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,2.658,,0.46785,,,,,,2015340,,,430.75,,,,1577750400,0.03771,78183000,38.794,,,0.24840395,0,1640908800,1593475200,,,1899140,444169920,,,,,,0.495,,,,,,,,https://logo.clearbit.com/bank.no,47 71 66 27 27,2.7581587,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
STRONG,2005,Industrials,512,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,47 03254,Norway,[],http://www.strongpoint.com,1,Slynga 10,Business Equipment & Supplies,,18.75,18.55,13.727883,0.032,0,,18.9,,69255,,18.75,18.731428,0.6,18.55,,69255,,,,,1556496000,0.585542,,,18.2,2,NOK,104226,,,,805901504,,,104029,0.72999316,18.2,18.25,,406900,104226,20.1,16.545454,,,8.56,18.2,False,,200000,18.9,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.907,,0.018170001,16.182,,,1.1,,44280300,,,6.907,,,,1577750400,0.31468,20063000,0.45,,,2.635008,0.31726,1640908800,1593475200,,,28506378,1000925824,,1115596800,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,,40.444447,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
