ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,address2,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AQUA,AqualisBraemar,Energy,4.6,4.34,4.6,1,,323.46,0.0,-0.0171,0.1856,0.2448,0.2577,0161,Energy,431.0,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1.0,Olav Vs gate 6,Oil & Gas Equipment & Services,4.6,4.6,3.6931160000000003,0.0010869565,0.0,,4.6,,18615.0,,4.6,4.125294,0.005,4.6,,18615.0,,,,0.2,1591833600.0,1.040697,,,4.6,4.0,NOK,4.0,,,,323455424.0,,,46380.0,4.8715367,4.6,4.62,,385400.0,4.0,5.0,32.857143,,,2.15,4.34,False,0.0418,402100.0,4.6,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AQUA.OL,finmb_266259656,no_market,,4.789,,0.18611999,189.623,0.21012664,,0.14,,70316400.0,,,0.6859999999999999,,,,1577750400.0,0.07898,12358000.0,0.201,,0.103224516,6.705539,0.58599,1640908800.0,1585612800.0,,,20787638.0,317998016.0,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,,,22.88557,,,,,
ARCHER,Archer,Energy,2.1,2.1,2.11,27,,309.92,-0.021,-0.0368,0.0,-0.34119999999999995,-0.5514,HM 08,Energy,4964.0,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1.0,Par la Ville Place,Oil & Gas Drilling,2.14,2.135,2.2952392,,0.0,,2.16,,210009.0,,2.14,2.2205882000000003,,2.135,,210009.0,,,,,,2.852906,,,2.09,4.0,NOK,81550.0,,,,310112352.0,,,525770.0,0.37201577,2.09,2.11,,100400.0,81550.0,4.78,34.916668,,,1.1,2.095,False,,503000.0,2.16,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.123,,-0.05722000000000001,9.927,-0.54347825,,0.06,,148024992.0,,,0.732,,,,1577750400.0,0.12627,-47700000.0,-0.32299999999999995,,0.103224516,2.862022,0.41856998,1640908800.0,1577750400.0,,,105861885.0,936105600.0,,1443398400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/archerwell.com,,4th Floor 14 Par-la-Ville Road,,,,,,
AZT,ArcticZymes Technologies,Health care,44.3,44.3,44.5,131,,2141.23,-0.0156,0.0023,0.5223,8.3263,,9294,Healthcare,36.0,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",Tromso,47 77 64 89 00,Norway,[],http://arcticzymes.com,1.0,Sykehusveien 23,Biotechnology,45.0,45.0,,,0.0,,45.0,,,,45.0,,,45.0,,,,,,,,1.149418,,,44.0,2.0,NOK,45005.0,,,,2141227136.0,,,,20.576456,44.0,44.4,,,45005.0,45.0,,,,44.0,44.3,False,,,45.0,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AZT.OL,finmb_13529463,no_market,,20.712,,0.12154999400000001,158.653,,,,,48334700.0,,,1.21,,,,1577750400.0,0.0896,12649000.0,0.26,,0.103224516,36.61157,0.3134,1640908800.0,1585612800.0,,,24481512.0,2155305216.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,47 77 64 89 01,PO Box 6463,170.38461,,,,,
ARCUS,Arcus,Consumer staples,40.7,40.5,40.7,16,,2759.49,0.0049,-0.0121,0.0544,0.16210000000000002,0.1311,1483,Consumer Defensive,430.0,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1.0,Destilleriveien 11,Beverages—Wineries & Distilleries,40.5,40.3,36.145325,0.04098765,0.64839995,,40.8,,30502.0,,40.5,39.438235999999996,1.66,40.3,,30502.0,,,,1.66,1591833600.0,0.447647,,,40.3,2.0,NOK,1857.0,,,,2768137216.0,,,30182.0,0.98094803,40.3,40.7,,0.0,1857.0,42.0,12.185628999999999,,,27.1,40.5,False,0.041300002,0.0,40.8,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.632,,0.0645,12.001,0.08288765,,3.34,,68013200.0,,,27.624000000000002,,,,1577750400.0,0.79032,182000000.0,2.5380000000000003,,0.103224516,1.4733565,0.15168999,1640908800.0,1585612800.0,,,25830157.0,4604918272.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,,Postbox 64,16.03625,,,,,
AFK,Arendals Fossekompani,Industrials,2960.0,2920.0,2960.0,0,,6480.68,,,0.1128,0.1502,0.1635,4841,Utilities,,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1.0,Langbryggen 9,Utilities—Renewable,2960.0,3000.0,2608.6233,0.018918918,,,3080.0,,99.0,,2960.0,2730.5881,56.0,3000.0,,99.0,,,,56.0,1588896000.0,0.27616199999999996,,,2920.0,2.0,NOK,169.0,,,,6491546624.0,,,98.0,1.3987246000000002,2920.0,2960.0,,2000.0,169.0,3180.0,,,,2100.0,2920.0,False,0.0187,1500.0,3080.0,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFK.OL,finmb_9245759,no_market,,1.2890000000000001,,-0.00090000004,17.075,0.1811024,,,,2193090.0,,,1321.135,,,,1577750400.0,0.012560001000000001,-4194000.0,-1.9069999999999998,,0.103224516,2.2404978,0.86077005,1640908800.0,1585612800.0,,,298391.0,5983964160.0,,1524787200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,,
ASETEK,Asetek,Information technology,62.3,62.2,62.8,52,,1571.31,-0.0401,-0.0032,0.16010000000000002,1.0097,2.2014,9220,Technology,97.0,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1.0,Assensvej 2,Computer Hardware,64.9,64.9,43.246883000000004,0.0017873651,0.0,,64.9,,67892.0,,64.9,58.230880000000006,0.11599999999999999,64.9,,67892.0,,,,,1493164800.0,0.688372,,,62.3,2.0,NOK,11460.0,,,,1595129216.0,,,60330.0,30.511854,62.3,62.8,,262100.0,11460.0,70.3,207.66666,,,17.84,62.2,False,,89800.0,64.9,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASETEK.OL,finmb_25262375,no_market,,31.357,,-0.0097,929.842,1.9742389,,0.3,,25604000.0,,,1.489,,,,1577750400.0,0.63678,-507000.0,-0.02,,0.103224516,41.84016,0.008459999999999999,1640908800.0,1585612800.0,,,21892096.0,1639310976.0,,,,,,,,203.53,,,,,,https://logo.clearbit.com/asetek.com,45 96 45 00 48,Aalborg East,,,,,,
ATEA,Atea,Information technology,104.6,104.6,105.0,27,,11503.2,-0.0169,-0.022400000000000003,0.0953,-0.1866,-0.073,0605,Technology,7222.0,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1.0,Karvesvingen 5,Information Technology Services,106.4,107.0,100.5,0.061090223,0.7065,,107.0,,53469.0,,106.4,101.511765,6.5,107.0,,53469.0,,,,6.5,1571875200.0,0.580813,,,104.6,2.0,NOK,2469.0,,,,11503175680.0,,,97051.0,0.3053508,104.6,105.0,,20000.0,2469.0,137.0,15.093795000000002,,5.73,66.2,104.6,False,0.061100002,264300.0,107.0,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATEA.OL,finmb_700601,no_market,,0.33799999999999997,,0.01354,12.297,-0.051971257,,6.93,,109973000.0,,,33.080999999999996,,,,1577750400.0,0.58987,510000000.0,4.601,,0.103224516,3.1619356,0.25161999999999995,1640908800.0,1593475200.0,,,81691394.0,12715148288.0,,1149206400.0,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,,Box 6472 Etterstad,22.734188,,,,,
ATLA NOK,Atlantic Petroleum,Energy,6.9,6.9,7.24,2,,25.52,,0.029900000000000006,0.0088,-0.121,,110,Energy,1.0,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",Torshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1.0,Yviri vio Strond 4,Oil & Gas E&P,7.26,6.92,7.028188,,0.0,,6.92,,287.0,,7.26,6.8505883,,6.92,,287.0,,,,,,1.421511,,,6.9,2.0,NOK,927.0,,,,21841054.0,,,1496.0,,6.9,7.24,,0.0,927.0,9.9,,,,5.05,6.9,False,,0.0,6.92,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0.0,,-0.119999945,,,,3697860.0,,,-6.497999999999999,,,,1577750400.0,0.02009,,-2.673,,0.103224516,,0.0,1640908800.0,1585612800.0,,,3510194.0,26846464.0,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,,PO Box 1228,,,,,,
ASA,Atlantic Sapphire,Consumer staples,115.0,114.5,115.0,116,,8197.9,-0.0086,-0.0456,-0.098,-0.1085,0.15,6392,Consumer Defensive,87.0,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1.0,Daugstadvegen 445,Farm Products,116.0,115.0,116.57867399999999,,0.0,,116.0,,37444.0,,116.0,128.83823999999998,,115.0,,37444.0,,,,,,1.307334,,,114.5,2.0,NOK,16239.0,,,,8197900800.0,,,75499.0,1479.7655,114.5,115.0,,,16239.0,146.0,,,,68.2,114.5,False,,,116.0,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASA.OL,finmb_367799271,no_market,,1585.8470000000002,,-2.3740099999999997,-784.3580000000001,0.24242425,,,,71286096.0,,,2.928,,,,1577750400.0,0.33597,-13152000.0,-0.193,,0.103224516,39.275954999999996,0.0,1640908800.0,1577750400.0,,,35767773.0,8785590272.0,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,,,,,,,,
AURG,Aurskog Sparebank,Equity certificates,192.0,188.0,192.0,0,LP,617.12,,,0.0378,0.0738,0.1436,1930,Financial Services,,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1.0,Senterveien 15,Banks—Regional,192.0,192.0,188.7971,0.057291668,0.33580002,,192.0,,2.0,,192.0,188.85294,11.0,192.0,,2.0,,,,11.0,1582761600.0,0.04593,,,192.0,2.0,NOK,2.0,,,,617122560.0,,,441.0,2.5717833,192.0,192.0,,37700.0,2.0,206.0,13.684961,,5.5,168.0,188.0,False,0.0573,22000.0,192.0,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AURG.OL,finmb_11340276,no_market,,13.829,,0.45536998,,0.08189738,,14.03,,3214180.0,,,402.525,,,,1577750400.0,0.00057,33194000.0,10.327,,0.103224516,0.47698900000000005,0.26145999999999997,1640908800.0,1585612800.0,,,2172368.0,3318333440.0,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,47 63 85 44 41,,18.592041000000002,,,,,
AUSS,Austevoll Seafood,Consumer staples,77.55,77.55,77.75,392,,15651.46,-0.0184,-0.0215,0.0104,-0.1119,-0.1373,5392,Consumer Defensive,6507.0,"Austevoll Seafood ASA, a seafood company, engages in the salmon, white fish, and pelagic businesses in Norway, the European Union, Eastern Europe, Africa, the Pacific, North America, South America, and Central America. The company is involved in the ownership and operation of fishing vessels, as well as farming, harvesting, processing, sale, and distribution of salmon and trout. It also produces white fish products, fishmeals, and fish oils; omega-3 oil; and canned and frozen fish products The company was founded in 1981 and is headquartered in StorebÃ¸, Norway. Austevoll Seafood ASA is a subsidiary of Laco AS.",Storebo,47 56 18 10 00,Norway,[],http://www.auss.no,1.0,Alfabygget,Farm Products,78.9,78.9,81.25543,0.025348542,0.8235,,78.9,,175483.0,,78.9,77.84411999999999,2.0,78.9,,175483.0,,,,2.5,1590710400.0,-0.040697000000000004,,,77.3,2.0,NOK,90106.0,,,,15681724416.0,,,312859.0,0.6643339,77.3,77.65,,,90106.0,97.8,,,4.66,65.05,77.55,False,0.0317,,78.9,OSL,AUSTEVOLL SEAFOOD,Austevoll Seafood ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AUSS.OL,finmb_27488652,no_market,,1.4,,0.03639,11.357999999999999,-0.12686157,,11.99,,201824000.0,,,63.211999999999996,,,,1577750400.0,0.20027999999999999,858918976.0,4.245,,0.103224516,1.2291968999999998,0.57595,1640908800.0,1585612800.0,,,84852895.0,33044940800.0,,,,,,,,,,,,,,https://logo.clearbit.com/auss.no,47 56 18 10 03,,18.303886,,,,,
