ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,address2,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
SOAG,1526,Financial Services,,"SpareBank 1 Ãstfold Akershus, a savings bank, provides various banking products and services in Ãstfold and the southern part of Akershus. It offers savings, deposit, operating, tax deduction, and currency accounts; bank cards; repayment, construction, boat, motorcycle, and car loans; trade and operating credit products; factoring services; leasing products; bank guarantees; operating credit for agriculture; savings and investment products; and mortgage products. The company also provides insurance products, such as business, commercial, project, liability, asset, car, boat, personal, treatment, accident, occupational injuries, disability, house and condominium, travel, life, and other insurance, as well as pension products. In addition, it offers debt collection and accounting services; futures and currency options; and mobile and online banking services. SpareBank 1 Ãstfold Akershus was founded in 1835 and is headquartered in Moss, Norway.",Moss,47 91 50 57 00,Norway,[],http://www.sparebank1.no/ostfold-akershus,1,Varnaveien 43E,Banks—Regional,230,228,227.19565,0.0626087,5.4175,,230,,2,,230,227.17647,14.4,228,,2,,,,12,1585872000,0.090116,,,228,2,NOK,2190,,,,2849263104,,,489,3.6906645,228,232,,90100,2190,270,9.579342,,4.34,185,228,False,0.052199997,40000,230,OSL,SPAREBANK 1 OSTFOL,SpareBank 1 Ostfold Akershus,Europe/Oslo,CEST,False,7200000,EQUITY,SOAG.OL,finmb_12505834,no_market,,7.872,,0.42986,,0.026785731,,24.01,,12388100,,,291.183,,,,1577750400,0.09793,310620992,25.072,,,0.7898812,0.80093,1640908800,1585612800,,,3788294,6077426688,,,,,,-0.525,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,9.17358,,,,a7cf2ced-7d76-33c6-8a53-9928120ada46,
SBVG,3125,Financial Services,342,"SpareBank 1 BV provides various banking products and services in Norway. The company offers share and housing savings accounts; mortgages and loans; car, auto, and housing insurance products; and mobile and electronic banking, payment, billing, and financing services. It also provides pension plans. The company was founded in 1859 and is based in TÃ¸nsberg, Norway.",Tonsberg,,Norway,[],http://www.sparebank1.no/nb/bv,1,Anton Jenssens gate 2,Banks—Regional,36,35.6,36.63478,0.08194444,0.6158,,36,,6926,,36,36,2.95,35.6,,6926,,,,2.42,1585699200,0.381976,,,35.6,2,NOK,1451,,,,2271650304,,,13691,1.9369361,35.6,36.3,,100000,1451,44.5,8.7378645,,6.51,28,36,False,0.0672,380000,36,OSL,SPAREBANK 1 BV,SpareBank 1 BV,Europe/Oslo,CEST,False,7200000,EQUITY,SBVG.OL,finmb_11323750,no_market,,7.854,,0.38969,,,,4.12,,63101400,,,81.31,,,,1577750400,0.06849,255248992,4.045,,,0.44274998,0.51590997,1640908800,1585612800,,,56846116,9211527168,,1320624000,6:5,,,-0.477,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,8.899877,,,,,
SVEG,5011,Financial Services,722,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1,Jonsvollsgaten 2,Banks—Regional,63,63,61.121014,0.0384127,0.34080002,,63,,21467,,63,62.591175,2.42,63,,21467,,,,2.42,1585094400,0.57093,,,62.3,2,NOK,3308,,,,6705937408,,,53828,1.7054775,62.3,62.3,,100000,3308,73.8,9.88924,,5.94,42.1,62.2,False,0.038399998,300000,63,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000,EQUITY,SVEG.OL,finmb_8081598,no_market,,28.947,,0.50203,,0.1710037,,6.32,,107295000,,,148.969,,,,1577750400,0.31427,539000000,6.704,,,0.4195504,0.26554,1640908800,1585612800,,,82679268,113818746880,,,,,,-0.221,,,,,,,,https://logo.clearbit.com/spv.no,,,9.322792,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,
SPOL,2302,Financial Services,1148,"SpareBank 1 Ãstlandet provides various financial products and services to individuals, businesses, public sectors, clubs, and societies. It offers retail and corporate banking services, deposits, loans, savings, advisory, insurance, money-transfer, investment, and pension products and services. The company also provides payment, real estate brokerage and rental, management, accounting and payroll, leasing, financing, HR and consulting, and online and mobile banking services. It has 37 branches, including 21 in Hedmark, 2 in Oppland, 5 in Oslo, and 9 in Akershus. The company was founded in 1845 and is headquartered in Hamar, Norway. SpareBank 1 Ãstlandet is a subsidiary of Sparebankstiftelsen Hedmark.",Hamar,47 91 50 70 50,Norway,[],http://www.sparebank1.no/en/ostlandet/personal.html,1,Strandgata 15,Banks—Regional,86.8,87,88.27101,0.06589861,0.52889997,,87.3,,21334,,86.8,88.31177,5.72,87,,21334,,,,4.58,1585267200,0.837965,,,87,2,NOK,4220,,,,10111959040,,,31509,2.7411113,87,87.3,,0,4220,101.6,9.831081,,,70.1,87.2,False,0.0519,0,87.3,OSL,SPAREBANK 1 OSTLAN,SpareBank 1 Ostlandet,Europe/Oslo,CEST,False,7200000,EQUITY,SPOL.OL,finmb_12505908,no_market,,13.623,,0.38845003,,0.04452467,,8.88,,115830000,,,132.911,,,,1577750400,0.14663,1000000000,8.633,,,0.65683055,0.66322,1640908800,1585612800,,,115617820,50255769600,,,,,,-0.649,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,10.112359,,,,570d1e40-e6eb-36fd-94ed-02edf23d7a9a,
SRBANK,4068,Financial Services,1272,"SpareBank 1 SR-Bank ASA, together with its subsidiaries, provides various financial products and services for personal and corporate customers in Southern and Western Norway. The company offers its products and services in the areas of savings, loans, advice, insurance, and pensions. It also provides foreign exchange, administrative securities, commercial properties brokerage, leasing, accounting, and securities trading services, as well as active management and securities management services. In addition, the company facilitates debt and equity funding; and sells real estate properties comprising holiday homes, new builds, and used homes. Further, it is involved in the customer trading of interest rate instruments; and purchasing of home mortgages and funds by issuing covered bonds. Additionally, the company offers credit and debit cards; structured products; and mobile and online banking services. The company also serves retail, small business, and agricultural customers, as well as public sector. As of December 31, 2018, it had 36 branches in Rogaland, Vest-Agder, Aust-Agder, and Hordaland. SpareBank 1 SR-Bank ASA was founded in 1839 and is headquartered in Stavanger, Norway.",Stavanger,47 91 50 20 02,Norway,[],http://www.sparebank1.no/nb/sr-bank,1,Christen Tranes Gate 35,Banks—Regional,72.65,72.65,75.42442,0.07570544,0.5233,,72.7,,229082,,72.65,72.26471,5.5,72.65,,229082,,,,,1587686400,0.9,,,71.15,2,NOK,83375,,,,18208331776,,,346284,3.4828484,71.15,71.35,,,83375,105.3,,,,48.38,71.15,False,,,72.7,OSL,SPAREBANK 1 SR BK,SpareBank 1 SR-Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SRBANK.OL,finmb_883781,no_market,,28.154,,0.42062,,,,9.46,,255735008,,,97.787,,,,1577750400,0.37039003,2138000000,8.704,,,0.7281131,0.32251,1640908800,1585612800,,,166980520,147186532352,,,,,,-0.807,,,,,,,,https://logo.clearbit.com/sparebank1.no,,Postboks 250,8.180146,,,,8ee5ca3d-26b8-36c3-9e7f-fabac7a9dd9b,
SOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNSB-ME,6600,Financial Services,,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",Sunndalsora,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1,Sunndalsveien 15,Banks—Regional,112,112,110.45652,0.071428575,0.296,,112,,759,,112,109.79412,8,112,,759,,,,8,1585267200,0.155369,,,112,2,NOK,50,,,,151999680,,,260,1.6194125,112,114,,,50,117,,,,106,107,False,0.0721,,112,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.46,,0.37075,,0.037037015,,,,1357140,,,369.061,,,,1577750400,0.015420001,5527000,6.949,,,0.30347288,0,1640908800,1585612800,,,931366,418601920,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,,16.117428,,,,dd197052-51d0-31d7-81d4-de6977485aa6,
SNI,WC2B 4HN,Industrials,6749,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1,Aldwych House,Marine Shipping,83,83,92.08261,0,,,83,,5632,,83,84.108826,0,83,,5632,,,,,1587600000,0.993023,,,82,2,NOK,1151,,,,6467812864,,,20139,3.2025836,82,82.4,,400,1151,134.6,54.733334,,5.72,69.6,82,False,,145400,83,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SNI.OL,finmb_305831,no_market,,3.816,,-0.00336,19.996,,,1.5,,63023800,,,20.457,,,,1575072000,0.11141,-1544000,-0.113,,,4.013296,0.61417,1638230400,1590883200,,,33134761,7707587072,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,,4th Floor 71-91 Aldwych,,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,
SBLK,15124,Industrials,181,"Star Bulk Carriers Corp., a shipping company, engages in the ocean transportation of dry bulk cargoes worldwide. The company's vessels transport a range of major bulks, including iron ores, coal, and grains, as well as minor bulks, such as bauxite, fertilizers, and steel products. As of February 29, 2020, it had a fleet of 116 vessels with an aggregate capacity of approximately 12.9 million deadweight ton, including consisting of Newcastlemax, Capesize, Post Panamax, Kamsarmax, Panamax, Ultramax, and Supramax vessels. It also provides vessel management services. The company was incorporated in 2006 and is based in Maroussi, Greece.",Marousi,30 210 61 78 400,Greece,[],http://www.starbulk.com,1,40 Agiou Konstantinou Street,Marine Shipping,63.6,68.8,65.95797,0.0015723271,,,68.8,,7429,,63.6,62.45294,0.1,68.8,,7429,,,,1.94,1582848000,1.243137,,,68.8,2,NOK,9,,,,6601511424,,,14853,8.092695,68.8,68.4,,0,9,106,,,,38.1,62,False,0.0368,0,68.8,OSL,STAR BULK CARRIERS,Star Bulk Carriers Corp.,Europe/Oslo,CEST,False,7200000,EQUITY,SBLK.OL,finmb_266636382,no_market,,8.718,,-0.00993,37.429,-0.2638889,,,,96067504,,,16.068,,,,1577750400,0.65073997,-8104000,-0.086,,,4.281802,0.19323999,1640908800,1585612800,,,37802510,7111908352,,,,,,,,,,,,,,https://logo.clearbit.com/starbulk.com,,,,,,,8a47bf6c-8ccb-3e13-aa49-0daf1730c5d2,
SUSB-ME,6650,Financial Services,,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1,Bardshaugvegen 7,Banks—Regional,107,106,107.384056,0.06542056,0.2025,,107,,281,,107,106.588234,7,106,,281,,,,7,1583280000,0.253954,,,106,2,NOK,0,,,,215641376,,,481,1.3999687,106,107,,,0,117,,,,100,105,False,0.0654,,107,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.956,,0.43442002,,-0.023615718,,,,2015340,,,421.213,,,,1577750400,0.03771,66915000,33.203,,,0.25402823,0,1640908800,1585612800,,,1899140,609317888,,,,,,-0.407,,,,,,,,https://logo.clearbit.com/bank.no,47 71 66 27 27,,3.2226005,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
STRONG,2005,Industrials,512,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",Ralingen,47 03254,Norway,[],http://www.strongpoint.com,1,Slynga 10,Business Equipment & Supplies,18.9,19,11.888188,0.031746034,0,,19,,185104,,18.9,13.967647,0.6,19,,185104,,,,,1556496000,0.500581,,,18.7,2,NOK,19432,,,,836487616,,,122242,0.75769836,18.7,18.9,,406900,19432,19.2,17.136364,,,8.56,18.85,False,,200000,19,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.887,,0.018170001,15.824,0.7181817,,1.1,,44376000,,,6.907,,,,1577750400,0.31468,20063000,0.45,,,2.7291155,0.31726,1640908800,1593475200,,,28472734,978792192,,1115596800,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,,,41.88889,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
THIN,0160,Technology,23,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1,Fridtjof Nansens Plass 4,Electronic Components,0.354,0.354,1.0786935,,0,,0.354,,5177704,,0.354,0.45813823,,0.354,,5177704,,,,,,2.05,,,0.33,4,NOK,1637525,,,,120609856,,,4410786,152.6707,0.33,0.3394,,2859200,1637525,5.8,-6.7879996,,,0.2912,0.3392,False,,1223200,0.354,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,THIN.OL,finmb_740992,no_market,,56.26,,0,-1.121,-0.88639283,,-0.05,,355361984,,,-0.387,,,,1577750400,0.06763,-69498000,-1.19,,,,0.02408,1640908800,1585612800,,,43971083,44445340,,1572566400,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,,,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,
TYSB-ME,5680,Financial Services,,"Tysnes Sparebank, a savings bank, provides banking products and services for private and business customers in Tysness and surrounding areas. It offers payment solutions, such as bank cards, credits, and mobile and online banking; insurance solutions, such as children, auto, death fall, health, buildings, holiday home, income, critical health, disability, and other insurance; loans, such as car loans, mortgages, loans to other vehicles, credit lines, and small loans; and share savings accounts, bank savings, BSU, fund savings, IPS, and retirement savings and pension accounts to private customers. The company also provides payment solutions, billing services, and Web and mobile banking services; financing services, such as bank guarantees, overdrafts, leasing, and corporate loans; liability, operational agriculture, property, health, home insurance, breeding and crew, car, and occupational insurance; and other accounts to companies in construction, property, trade and services, and agricultural industries. The company was incorporated in 1862 and is headquartered in Tysnes, Norway branches in Kvinnherad, Bergen, Odda, and Stord.",Tysnes,47 53 43 03 00,Norway,[],http://tysnes-sparebank.no,1,Teiglandsvegen 2,Banks—Regional,113,113,112.028984,0.03964602,0,,113,,7,,113,111.088234,4.48,113,,7,,,,4.48,1591920000,0.2028,,,113,2,NOK,45,,,,171430048,,,91,2.5188816,113,113,,,45,128,,,,98,0,False,0.0396,,113,OSL,TYSNES SPAREBANK,Tysnes Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TYSB-ME.OL,finmb_243651074,no_market,,9.595,,0.36630002,,0.04629624,,,,1517080,,,210.553,,,,1577750400,0.02637,24930000,18.336,,0.103224516,0.536682,0,1640908800,1585612800,,,700022,653036032,,,,,,-0.485,,,,,,,,https://logo.clearbit.com/tysnes-sparebank.no,,,6.1627398,,,,de47baa7-16a7-3778-aa54-ecf4024100b0,
SUBC,2086,Energy,12000,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1,"412F, Route d'Esch",Oil & Gas Equipment & Services,70.8,72.12,69.56297,,0,,73.54,,713547,,70.8,65.47823,,72.12,,713547,,,,,1556150400,1.593023,,,70.94,2,NOK,560820,,,,21149536256,,,1237256,5.960974,70.94,71.08,,128000,560820,110.1,284.64,,,38.5,71.22,False,,37100,73.54,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000,EQUITY,SUBC.OL,finmb_359868,no_market,,6.014,,-0.02892,44.82,-0.2625,,0.25,,297211008,,,17.539,,,,1577750400,0.61302,-102600000,-0.341,,,4.0572443,0.24016,1640908800,1585612800,,,223859945,21338693632,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,,8610c031-034f-3083-a212-b713518bf428,
STORM,,Real Estate,5,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1,Haakon VIIS gate 5,Real Estate Services,3.42,3.4,2.6008697,0.12543859,0,,3.4,,26002,,3.42,3.5,0.429,3.4,,26002,,,,,1464307200,1.513372,,,3.18,4,NOK,7921,,,,29860814,,,66789,10.286192,3.18,3.38,,80000,7921,6.45,37.555553,,,1.26,3.2,False,,100000,3.4,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STORM.OL,finmb_38919651,no_market,,17.018,,-0.10816,91.829,-0.30204082,,0.09,,8834560,,,0.534,,,,1577750400,0,-314000,-0.036,,,6.3295884,0.47079,1640908800,1577750400,,,4904419,49404204,,1562716800,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,,,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,
STB,1327,Financial Services,1683,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1,Professor Kohts vei 9,Financial Conglomerates,50.56,50.7,53.304245,0.06428006,0,,50.72,,1662204,,50.56,51.67147,3.25,50.7,,1662204,,,,,1587600000,1.278488,,,49.44,2,NOK,1058354,,,,23191891968,,,2688157,0.36628222,49.44,49.61,,81400,1058354,74.9,8.735915,,,33.84,49.6,False,,115200,50.72,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STB.OL,finmb_876161,no_market,,0.804,,0.02922,16.68,-0.15733331,,5.68,,467390016,,,73.592,,,,1577750400,0.64619005,1838000000,3.937,,,0.67425805,0.05957,1640908800,1593475200,,,457939559,50906247168,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,,P.O. Box 500,12.603505,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
ULTIMO,0379,Healthcare,19,"Ultimovacs ASA, a pharmaceutical company, develops immunotherapies for various cancers. The company engages in performing a clinical development program with clinical trials in Europe and the United States. Its lead product candidate is UV1, a peptide-based vaccine, which completed Phase I clinical trial that induces T cell response against the universal cancer antigen telomerase. The company was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 41 38 00 80,Norway,[],http://www.ultimovacs.com,1,Ullernchausseen 64,Biotechnology,40.5,41,43.934784,,0,,42,,8146,,40.5,42.967648,,41,,8146,,,,,,,,,41,2,NOK,13590,,,,1326900224,,,28649,,41,41.5,,,13590,76,,,,26,41.2,False,,,42,OSL,ULTIMOVACS ASA,Ultimovacs ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ULTIMO.OL,finmb_241624822,no_market,,,,0,-9.531,,,,,31973500,,,15.06,,,,1577750400,0.28587,-76780000,-2.966,,,2.755644,0.47478,1640908800,1585612800,,,15791553,778496384,,,,,,,,,,,,,,https://logo.clearbit.com/ultimovacs.com,,,,,,,920d6ba7-6524-3ff3-bb26-c3e0e6f49e46,
TOTG,2850,Financial Services,,"Totens Sparebank provides various banking and financial products and services in Norway. It provides savings; mortgages, loans, credit, and cards; pension products; VIPPS; insurance products; and asset management, leasing, payment, and real estate services, as well as online and mobile banking services. The company operates through five offices located in Mjosa, Gjovik, Lena, Raufoss, Hamar, and Raholt. Totens Sparebank was founded in 1854 and is headquartered in Lena, Norway.",Lena,47 61 14 12 00,Norway,[],http://www.totenbanken.no,1,Lenagata 30,Banks—Regional,139,138,135.47826,0.06115108,0.46240002,,139,,231,,139,138.73529,8.5,138,,231,,,,7,1585699200,0.201744,,,138,2,NOK,83,,,,851309696,,,823,2.1033547,138,138,,57000,83,149,9.341398,,,115,137,False,0.0504,57000,139,OSL,TOTENS SPAREBANK,Totens Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TOTG.OL,finmb_9237532,no_market,,10.907,,0.45233002,,0.11199999,,14.88,,6124530,,,305.61,,,,1577750400,0.0932,92504208,15.035,,,0.45482808,0.40230998,1640908800,1585612800,,,3870583,4414385152,,1335916800,340:240,,,-0.292,,,,,,,,https://logo.clearbit.com/totenbanken.no,47 61 14 12 65,,9.245095,,,,326bf409-d1ab-37b9-866a-96d0d87ae252,
