ticker,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,beta,beta3Year,bookValue,category,dateShortInterest,earningsQuarterlyGrowth,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,fundFamily,fundInceptionDate,heldPercentInsiders,heldPercentInstitutions,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,revenueQuarterlyGrowth,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,threeYearAverageReturn,totalAssets,trailingEps,yield,ytdReturn
CRAYON,2.8895707,0.25783992,,,1.40325,,7.898,,,,33.378,0.444,5416811520,,30143187,1.07,,,-,,,,,1546214400,-,,,1,,,1569801600,25424000,1609372800,,2,7.7741203,,0.00208,,76550000,,,-,,,,,,0.329,,
POL,0.453125,0.25783992,,,0.136032,,47.868,,,8.854,28.269,1.065,2147482752,,10751434,,,,-,,,,,1546214400,-,,,1,,,1569801600,173060992,1609372800,,2,0.77713716,,0.0858,,48763400,,,-,,,,,,3.359,,
LAVO-ME,-0.7617978,0.25783992,,,,,-0.498,,,,-0.409,461.068,11390691,,37822171,,,,-,,,,,1546214400,-,,,1,,,1546214400,-28799496,1609372800,,4,,,0,,151838000,,,-,,,,,,-0.758,,
AKVA,0.09467459,0.25783992,,,0.038866,,32.93,,,0.486,11.293,1.126,3543555072,,8181678,5.73,,,-,,,,,1546214400,-,,,1,,,1569801600,118348000,1609372800,,2,2.2168236,,0.0376,,33334300,,,-,,,,,,3.56,,
EMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMA,0.011428595,0.25783992,,,0.331174,,120.319,,,0.121,5.717,0.481,871977984,,371149,,,,-,,,,,1546214400,-,,,1,,,1569801600,61985000,1609372800,,2,0.7355447,,0.03422,,6983320,,,-,,,,,,8.769,,
ATEA,0.10260868,0.25783992,,,0.295546,,25.71,,,0.467,15.615,0.434,15880510464,,81851525,6.93,,,-,,,,,1546214400,2006-06-02,1:10,,1,,,1569801600,516000000,1609372800,,2,4.815247,,0.014090001,,109701000,,,-,,,,,,4.684,,
PARB,0.3227551,0.25783992,,,,,45.71,,,0.406,,13.323,8827284480,,52904950,5.72,,,-,,,,,1577750400,-,,,1,,,1577750400,397628992,1640908800,,2,0.99540585,,0.60012,,69851696,,,-,,,,,,5.57,,
SPOL,0.18019092,0.25783992,,,0.504906,,135.354,,,0.136,,11.892,50124566528,,54011431,8.88,,,-,,,,,1546214400,-,,,1,,,1569801600,1382000000,1609372800,,2,0.72772133,,0.46382,,115830000,,,-,,,,,,11.354,,
AKERBP,0.049475312,0.25783992,,,1.217004,,6.792,,,,49.158,32.037,104057151488,,107413688,,,,-,,,,,1546214400,2009-12-23,1:1,,1,,,1569801600,93021000,1609372800,,2,39.51708,,0.02864,,360113984,,,-,,,,,,0.258,,
AVM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASA-ME,0.5333333,0.25783992,,,0.536499,,3.032,,,,-1208.884,3875.709,9782288384,,39281684,,,,-,,,,,1546214400,-,,,1,,,1561852800,-14807000,1609372800,,2,45.184696,,0,,71276096,,,-,,,,,,-0.234,,
AURG,0.11571038,0.25783992,,,-0.136032,,533.164,,,0.166,,13.895,3318404096,,2169668,14.03,,,-,,,,,1546214400,-,,,1,,,1569801600,49356000,1609372800,,2,0.3732435,,0.46105,,2380850,,,-,,,,,,20.73,,
DAT,1.0221722,0.25783992,,,0.690688,,13.198,,,0.632,17.783,2.097,3735851520,,61726032,1.85,,,-,,,,,1546214400,-,,,1,,,1569801600,106072000,1609372800,,2,3.6293378,,0.05954,,75510496,,,-,,,,,,1.626,,
BSP-ME,0.026086926,0.25783992,,,-11.622199,,11.848,,,,,,119556384,,2090193,,,,-,,,,,1546214400,2019-07-31,1:25,,1,,,1561852800,-5917000,1609372800,,2,0.49797437,,0,,9180540,,,-,,,,,,-2.682,,
NOFI,0.37708485,0.25783992,,,0.703643,,48.154,,,0.178,,5.25,20321607680,,120378632,10.7,,,-,,,,,1546214400,-,,,1,,,1569801600,1938237952,1609372800,,2,1.935457,,0.50078,,186695008,,,-,,,,,,10.38,,
ZWIPE-ME,Infinity,0.25783992,,,,,5.02,,,,-0.189,7.198,14015084,,9136289,,,,-,,,,,1546214400,-,,,1,,,1561852800,-78317000,1609372800,,2,1.2749004,,0,,15953300,,,-,,,,,,-4.911,,
ELE,-0.5734241,0.25783992,,,4.485829,,0.727,,,,-25.059,473.972,93846376,,11714639,,,,-,,,,,1546214400,2019-04-25,1:20,,1,,,1569801600,-10651000,1609372800,,2,7.5997252,,0,,18577000,,,-,,,,,,-0.897,,
AQUA,0.04662001,0.25783992,,,0.809716,,0.604,,,,324.099,3.91,179226640,,12853761,0.14,,,-,,,,,1546214400,-,,,1,,,1569801600,11301000,1609372800,,4,7.0033116,,0.24655001,,70316400,,,-,,,,,,0.057,,
MPCC,-0.3552631,0.25783992,,,0.924721,,5.028,,,,66.576,9.787,1888958336,,49187490,0.34,,,-,,,,,1546214400,-,,,1,,,1569801600,-30705000,1609372800,,2,3.7788386,,-0.15909,,83901904,,,-,,,,,,-0.395,,
SOLON,0.07152867,0.25783992,,,-0.440968,,15.541,,,-0.685,25.753,4.072,5240252928,,19437820,2.79,,,-,,,,,1546214400,2017-03-27,1:200,,1,,,1569801600,73414000,1609372800,,2,2.4837525,,0.05704,,69876800,,,-,,,,,,1.159,,
REACH,-0.3231132,0.25783992,,,0.387044,,1.327,,,-0.483,11.303,0.566,334568512,,56429371,,,,-,,,,,1546214400,2012-12-06,1:20,,1,,,1569801600,-17233000,1609372800,,4,1.0926903,,-0.02913,,143546000,,,-,,,,,,-0.125,,
BRA-ME,-0.96484846,0.25783992,,,0.888663,,1.69,,,,,0.789,160371536,,345199109,,,,-,,,,,1546214400,-,,,1,,,1569801600,6903000,1609372800,,4,0.36982247,,0.033940002,,495919008,,,-,,,,,,0.014,,
SRBANK,0.13591158,0.25783992,,,0.482591,,92.486,,,-0.065,,22.593,141049905152,,174263313,,,,-,,,,,1546214400,2007-10-29,2:1,,1,,,1569801600,3140000000,1609372800,,2,1.0612417,,0.50713,,255660000,,,-,,,,,,12.346,,
NEXT,-0.6332418,0.25783992,,,2.615384,,4.336,,,,-0.352,0.471,49222952,,33598756,-6.1,,,-,,,,,1546214400,-,,,1,,,1569801600,-155683008,1609372800,,4,0.8763838,,-1.49009,,42930600,,,-,,,,,,-4.612,,
VOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPR,0.42416668,0.25783992,,,0.711797,,10.224,,,0.399,14.095,1.52,9383414784,,158249198,2.59,,,-,,,,,1546214400,-,,,1,,,1569801600,387220992,1609372800,,2,3.2394366,,0.06272,,165819008,,,-,,,,,,2.398,,
RISH,0.33561635,0.25783992,,,0.533603,,21.008,,,,21.46,7.811,1784350976,,5049248,,,,-,,,,,1546214400,2007-04-13,10:1,,1,,,1569801600,276171008,1609372800,,2,0.4641089,,1.2089,,86032496,,,-,,,,,,3.461,,
SOGN,-0.009433985,0.25783992,,,-0.0834,,1411.696,,,3.58,,-5.566,-742293504,,382017,,,,-,,,,,1546214400,-,,,1,,,1569801600,4659000,1609372800,,2,0.07437862,,0.26904,,632500,,,-,,,,,,7.366,,
AEGA,0.15999997,0.25783992,,,-0.608906,,0.165,,,24.748,,,56116100,,26011264,,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,4,6.8484845,,0.41834998,,48050800,,,-,,,,,,-0.058,,
